canonical_name,EXPDATE,Received Qty,Invoice date,Product_MFG DATE,Actual Purchase Rate,max Rate,Conversion unit,sgstrate,SGST_amount,Invoice No,Supplier State,CGST_amount,cgstrate,Batch,cgst,Item Net Amount,Supplier GST,GST Perc,HSN Code,Taxable amount,,mrp,igst,Supplier Name
तेजस तैलम 100 एमएल,24-03-2027,25,28-05-2025,24-03-2025,53.95,53.95,PCS,9,121.3875,TI1121AAA2526,UK,121.3875,9,AAO2500005,121.39,1591.53,05AAECK5765H1ZE,18,33059019,1348.75,,75,0,KANHA JI DISTRIBUTORS
दिव्य अरविन्दासव 225 एमएल,10-03-2034,20,28-05-2025,01-05-2024,71.1865,89.44,PCS,2.5,35.59325,TI1121AAA2526,UK,44.72,2.5,AVS240002,35.59,1494.91,05AAECK5765H1ZE,5,30049011,1423.72,,115,0,KANHA JI DISTRIBUTORS
गुलाब जल 120 एमएल,15-03-2026,30,28-05-2025,15-04-2025,31.14,31.14,PCS,9,84.078,TI1121AAA2526,UK,84.078,9,BGLJ250021,84.08,1102.36,05AAECK5765H1ZE,18,33030020,934.2,,45,0,KANHA JI DISTRIBUTORS
मधुरम 1 किलो,20-05-2026,30,02-07-2025,20-05-2025,69.25,69.25,PCS,2.5,51.9375,TI1753AAA2526,UK,51.9375,2.5,AHG2500107,51.94,2181.38,05AAECK5765H1ZE,5,17011410,2077.5,,85,0,KANHA JI DISTRIBUTORS
आटा नूडल्स देसी मसाला 60 ग्राम,10-03-2026,96,02-07-2025,13-06-2025,8.58,8.58,PCS,6,49.4208,TI1753AAA2526,UK,49.4208,6,DM130625,49.42,922.52,05AAECK5765H1ZE,12,19022090,823.68,,12,0,KANHA JI DISTRIBUTORS
पोहा 1 किलो,27-11-2025,20,02-07-2025,31-05-2025,69.0495,69.05,PCS,2.5,34.52475,TI1753AAA2526,UK,34.525,2.5,BPRP250040,34.53,1450.05,05AAECK5765H1ZE,5,19041020,1381,,85,0,KANHA JI DISTRIBUTORS
पुष्टाहार दलिया 500 ग्राम,09-03-2026,30,02-07-2025,12-06-2025,39.64,39.64,PCS,2.5,29.73,TI1753AAA2526,UK,29.73,2.5,PDCQ250043,29.73,1248.66,05AAECK5765H1ZE,5,11031900,1189.2,,50,0,KANHA JI DISTRIBUTORS
ग्राउंडनट ऑयल 1 लीटर (पाउच),17-02-2026,12,02-07-2025,23-05-2025,159.64,159.64,PCS,2.5,47.892,TI1753AAA2526,UK,47.892,2.5,ORQ2500025,47.89,2011.46,05AAECK5765H1ZE,5,15089091,1915.68,,185,0,KANHA JI DISTRIBUTORS
राइस ब्रान तेल 1 लीटर (पाउच),17-02-2026,12,02-07-2025,23-05-2025,142.380833333333,142.38,PCS,2.5,42.71425,TI1753AAA2526,UK,42.714,2.5,ORE2500033,42.71,1793.99,05AAECK5765H1ZE,5,15159040,1708.56,,165,0,KANHA JI DISTRIBUTORS
गोनाइल फ्लोर क्लीनर 5 लीटर,13-05-2026,4,02-07-2025,13-06-2025,237.3775,237.38,PCS,9,85.4559,TI1753AAA2526,UK,85.4568,9,0407/25-26,85.46,1120.43,05AAECK5765H1ZE,18,38084000,949.52,,330,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (बी),20-11-2026,12,02-07-2025,18-06-2025,158.95,158.95,PCS,2.5,47.685,TI1753AAA2526,UK,47.685,2.5,N1B2500073,47.68,2002.76,05AAECK5765H1ZE,5,15149920,1907.39,,190,0,KANHA JI DISTRIBUTORS
तिल का तेल 1 लीटर (बी),10-03-2026,12,02-07-2025,13-06-2025,200.658333333333,200.66,PCS,2.5,60.1975,TI1753AAA2526,UK,60.198,2.5,JACQ250049,60.2,2528.3,05AAECK5765H1ZE,5,15155091,2407.91,,260,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (पाउच),28-05-2026,72,02-07-2025,02-06-2025,154.643194444444,154.64,PCS,2.5,278.35775,TI1753AAA2526,UK,278.352,2.5,K2B2500008,278.36,11691.03,05AAECK5765H1ZE,5,15149920,11134.32,,185,0,KANHA JI DISTRIBUTORS
धनिया पाउडर 200 ग्राम,08-05-2026,30,02-07-2025,08-05-2025,36.5613333333333,36.56,PCS,2.5,27.421,TI1753AAA2526,UK,27.42,2.5,AJE2500010,27.42,1151.68,05AAECK5765H1ZE,5,9092200,1096.83,,60,0,KANHA JI DISTRIBUTORS
गिलोय जूस 500 एमएल,09-05-2026,12,02-07-2025,09-05-2025,56.3983333333333,56.4,PCS,6,40.6068,TI1753AAA2526,UK,40.608,6,PFY2500009,40.61,758,05AAECK5765H1ZE,12,30049011,676.79,,90,0,KANHA JI DISTRIBUTORS
एलोवेरा फाइबर जूस 1 लीटर,22-02-2026,24,02-07-2025,28-05-2025,137.870416666667,137.87,PCS,6,198.5334,TI1753AAA2526,UK,198.5328,6,ACCR250051,198.53,3705.95,05AAECK5765H1ZE,12,30049011,3308.88,,220,0,KANHA JI DISTRIBUTORS
दिव्य स्वासारी प्रवाही 250 एमएल,01-04-2028,40,02-07-2025,01-05-2025,58.82,58.82,PCS,6,141.168,TI1753AAA2526,UK,141.168,6,BSSP250020,141.17,2635.14,05AAECK5765H1ZE,12,30049011,2352.8,,85,0,KANHA JI DISTRIBUTORS
गाय का घी 1 लीटर,24-03-2026,75,02-07-2025,27-06-2025,600.56,600.56,PCS,6,2702.52,TI1753AAA2526,UK,2702.52,6,FAWC250166,2702.52,50447.04,05AAECK5765H1ZE,12,4059020,45042,,730,0,KANHA JI DISTRIBUTORS
गाय का घी 500 एमएल,07-03-2026,60,02-07-2025,10-06-2025,320.85,320.85,PCS,6,1155.06,TI1753AAA2526,UK,1155.06,6,FAWD250041,1155.06,21561.12,05AAECK5765H1ZE,12,4059020,19251,,390,0,KANHA JI DISTRIBUTORS
दिव्य वेटगो टैबलेट 60 नग,31-03-2028,5,02-07-2025,30-04-2025,200.892,200.89,PCS,6,60.2676,TI1753AAA2526,UK,60.267,6,DWG250008,60.27,1125,05AAECK5765H1ZE,12,30049011,1004.46,,300,0,KANHA JI DISTRIBUTORS
त्रिफला गुग्गुल 40 टैबलेट,15-03-2030,20,02-07-2025,15-04-2025,31.7495,31.75,PCS,2.5,15.87475,TI1753AAA2526,UK,15.875,2.5,BTPG250014,15.88,666.75,05AAECK5765H1ZE,5,30049011,635,,40,0,KANHA JI DISTRIBUTORS
चंद्रप्रभा वटी 40 टैबलेट,31-01-2030,20,02-07-2025,28-02-2025,34.1295,34.13,PCS,2.5,17.06475,TI1753AAA2526,UK,17.065,2.5,BCPV250042,17.07,716.73,05AAECK5765H1ZE,5,30049011,682.6,,43,0,KANHA JI DISTRIBUTORS
त्रिफला चूर्ण 100 ग्राम,02-05-2027,25,02-07-2025,02-06-2025,28.57,28.57,PCS,2.5,17.85625,TI1753AAA2526,UK,17.85625,2.5,ATPC250063,17.86,749.97,05AAECK5765H1ZE,5,30049011,714.26,,40,0,KANHA JI DISTRIBUTORS
गिलोय घन वटी 60 नग (नया),16-04-2027,24,02-07-2025,16-05-2025,64.0933333333333,64.09,PCS,6,92.2944,TI1753AAA2526,UK,92.2896,6,AAI2500038,92.29,1722.82,05AAECK5765H1ZE,12,30049011,1538.23,,100,0,KANHA JI DISTRIBUTORS
व्हाइट लिली ब्यूटी बार 75 ग्राम,30-04-2026,144,02-07-2025,30-04-2024,26.4200694444444,26.42,PCS,9,342.4041,TI1753AAA2526,UK,342.4032,9,ABSH240004,342.4,4489.29,05AAECK5765H1ZE,18,34011941,3804.48,,40,0,KANHA JI DISTRIBUTORS
नवरत्न आटा 2 किलो,04-12-2025,20,02-07-2025,07-06-2025,146.841,146.84,PCS,2.5,73.4205,TI1753AAA2526,UK,73.42,2.5,AHV2500021,73.42,3083.66,05AAECK5765H1ZE,5,11010000,2936.81,,180,0,KANHA JI DISTRIBUTORS
हर्बल वॉश डिटर्जेंट पाउडर 1 किलो,13-05-2030,25,02-07-2025,14-05-2025,51.44,51.44,PCS,9,115.74,TI1753AAA2526,UK,115.74,9,BM92500023,115.74,1517.48,05AAECK5765H1ZE,18,34029011,1286,,70,0,KANHA JI DISTRIBUTORS
चक्की आटा विथ ब्रान 5 किलो (आरओआई),15-09-2025,6,02-07-2025,18-05-2025,203.94,203.94,PCS,2.5,30.591,TI1753AAA2526,UK,30.591,2.5,PDAEZ25003,30.59,1284.82,05AAECK5765H1ZE,5,11010000,1223.64,,250,0,KANHA JI DISTRIBUTORS
चक्की आटा विथ ब्रान 10 किलो (आरओआई),12-09-2025,3,02-07-2025,15-05-2025,391.566666666667,391.57,PCS,2.5,29.3675,TI1753AAA2526,UK,29.36775,2.5,PDAFD25002,29.37,1233.44,05AAECK5765H1ZE,5,11010000,1174.71,,480,0,KANHA JI DISTRIBUTORS
नारियल तेल 100 एमएल (बी),14-06-2026,24,11-06-2025,21-03-2025,32.5,32.5,PCS,2.5,19.5,TI1363AAA2526,UK,19.5,2.5,ABEA250003,19.5,819,05AAECK5765H1ZE,5,15131900,780,,40,0,KANHA JI DISTRIBUTORS
सौन्दर्य एलोवेरा जेल केसर-चंदन 150 एमएल,24-10-2026,24,11-06-2025,02-05-2025,79.4195833333333,79.42,PCS,9,171.5463,TI1363AAA2526,UK,171.5472,9,AAHV250025,171.55,2249.17,05AAECK5765H1ZE,18,33049910,1906.08,,120,0,KANHA JI DISTRIBUTORS
सौन्दर्य एलोवेरा जेल केसर-चंदन 60 एमएल,27-10-2026,24,11-06-2025,05-05-2025,39.7104166666667,39.71,PCS,9,85.7745,TI1363AAA2526,UK,85.7736,9,AAHU250008,85.77,1124.59,05AAECK5765H1ZE,18,33049910,953.04,,60,0,KANHA JI DISTRIBUTORS
अंजीर 250 ग्राम,02-11-2025,2,11-06-2025,06-05-2025,399.35,399.35,PCS,6,47.922,TI1363AAA2526,UK,47.922,6,AARX250011,47.92,894.54,05AAECK5765H1ZE,12,8042090,798.7,,500,0,KANHA JI DISTRIBUTORS
दंत कांति जूनियर स्ट्रॉबेरी 80 ग्राम,19-03-2027,24,11-06-2025,19-03-2025,64.8,64.8,PCS,9,139.968,TI1363AAA2526,UK,139.968,9,ABRS250002,139.97,1835.14,05AAECK5765H1ZE,18,33061020,1555.2,,100,0,KANHA JI DISTRIBUTORS
बंधनी हींग 50 ग्राम (नया),24-09-2026,24,11-06-2025,02-04-2025,80.72,80.72,PCS,2.5,48.432,TI1363AAA2526,UK,48.432,2.5,CASY250004,48.43,2034.14,05AAECK5765H1ZE,5,13019013,1937.28,,120,0,KANHA JI DISTRIBUTORS
शिलाजीत 11 ग्राम (स्ट्रिप),15-04-2027,20,11-06-2025,25-04-2025,62.669,62.67,PCS,6,75.2028,TI1363AAA2526,UK,75.204,6,AASO250011,75.2,1403.78,05AAECK5765H1ZE,12,30049011,1253.38,,100,0,KANHA JI DISTRIBUTORS
हर्बल फेशियल फोम 60 ग्राम,05-05-2027,24,11-06-2025,15-05-2025,45.32,45.32,PCS,9,97.8912,TI1363AAA2526,UK,97.8912,9,AJN2500004,97.89,1283.46,05AAECK5765H1ZE,18,34013090,1087.68,,70,0,KANHA JI DISTRIBUTORS
सनस्क्रीन क्रीम एसपीएफ 30,07-05-2027,24,11-06-2025,17-05-2025,61.14,61.14,PCS,9,132.0624,TI1363AAA2526,UK,132.0624,9,AJW2500004,132.06,1731.48,05AAECK5765H1ZE,18,33049910,1467.36,,100,0,KANHA JI DISTRIBUTORS
एलोवेरा जेल फेसवॉश 60 एमएल,17-02-2027,24,11-06-2025,27-02-2025,45.32,45.32,PCS,9,97.8912,TI1363AAA2526,UK,97.8912,9,AATK250002,97.89,1283.46,05AAECK5765H1ZE,18,34013090,1087.68,,70,0,KANHA JI DISTRIBUTORS
बादाम 250 ग्राम,09-11-2025,2,11-06-2025,13-05-2025,291.52,291.52,PCS,6,34.9824,TI1363AAA2526,UK,34.9824,6,AART250016,34.98,653,05AAECK5765H1ZE,12,8021100,583.04,,365,0,KANHA JI DISTRIBUTORS
मखाना 250 ग्राम,12-02-2026,10,11-06-2025,18-04-2025,414.299,414.3,PCS,2.5,103.57475,TI1363AAA2526,UK,103.575,2.5,AALI250023,103.58,4350.15,05AAECK5765H1ZE,5,8029000,4143,,485,0,KANHA JI DISTRIBUTORS
एलोवेरा फाइबर जूस 1 लीटर,08-02-2026,12,11-06-2025,14-05-2025,137.869166666667,137.87,PCS,6,99.2658,TI1362AAA2526,UK,99.2664,6,ACCR250002,99.27,1852.97,05AAECK5765H1ZE,12,30049011,1654.44,,220,0,KANHA JI DISTRIBUTORS
आँवला जूस 1 लीटर,27-05-2026,12,11-06-2025,27-05-2025,94.0016666666667,94,PCS,6,67.6812,TI1362AAA2526,UK,67.68,6,ACCT250027,67.68,1263.38,05AAECK5765H1ZE,12,30049011,1128.02,,150,0,KANHA JI DISTRIBUTORS
करेला-जामुन जूस 500 एमएल,09-05-2026,12,11-06-2025,09-05-2025,106.82,106.82,PCS,6,76.9104,TI1362AAA2526,UK,76.9104,6,ABPB250012,76.91,1435.66,05AAECK5765H1ZE,12,30049011,1281.84,,150,0,KANHA JI DISTRIBUTORS
शहद 500 ग्राम,10-11-2026,20,11-06-2025,19-05-2025,135.96,135.96,PCS,2.5,67.98,TI1362AAA2526,UK,67.98,2.5,BCM2500030,67.98,2855.16,05AAECK5765H1ZE,5,4090000,2719.2,,210,0,KANHA JI DISTRIBUTORS
दिव्य अभयारिष्ट 450 एमएल,20-04-2035,20,11-06-2025,20-03-2025,89.7645,89.76,PCS,2.5,44.88225,TI1362AAA2526,UK,44.88,2.5,ABY250012,44.88,1885.05,05AAECK5765H1ZE,5,30049011,1795.28,,145,0,KANHA JI DISTRIBUTORS
गाय का घी 1 लीटर,27-01-2026,15,11-06-2025,02-05-2025,575.88,575.88,PCS,6,518.292,TI1362AAA2526,UK,518.292,6,NAWC250105,518.29,9674.78,05AAECK5765H1ZE,12,4059020,8638.2,,700,0,KANHA JI DISTRIBUTORS
गाय का घी 500 एमएल,03-02-2026,30,11-06-2025,09-05-2025,320.85,320.85,PCS,6,577.53,TI1362AAA2526,UK,577.53,6,NAWD250107,577.53,10780.56,05AAECK5765H1ZE,12,4059020,9625.5,,390,0,KANHA JI DISTRIBUTORS
नारियल तेल 200 एमएल (जार),13-07-2026,36,11-06-2025,13-05-2025,70.92,70.92,PCS,2.5,63.828,TI1362AAA2526,UK,63.828,2.5,AAU2500008,63.83,2680.78,05AAECK5765H1ZE,5,15131900,2553.12,,90,0,KANHA JI DISTRIBUTORS
सेंधा नमक 1 किलो,19-02-2027,25,11-06-2025,01-03-2025,40.36,40.36,PCS,0,0,TI1362AAA2526,UK,0,0,SRS25/03,0,1009,05AAECK5765H1ZE,0,25010010,1009,,60,0,KANHA JI DISTRIBUTORS
हरबो वॉश डिटर्जेंट पाउडर 1 किलो,09-04-2030,25,11-06-2025,10-04-2025,62.47,62.47,PCS,9,140.5575,TI1362AAA2526,UK,140.5575,9,BN52500013,140.56,1842.87,05AAECK5765H1ZE,18,34029011,1561.75,,85,0,KANHA JI DISTRIBUTORS
सुपर डिशवॉश बार 10 रुपये (फ्री 3 नग),25-05-2028,60,11-06-2025,26-05-2025,7.33983333333333,7.34,PCS,9,39.6351,TI1362AAA2526,UK,39.636,9,AAXY250112,39.64,519.67,05AAECK5765H1ZE,18,34011941,440.4,,10,0,KANHA JI DISTRIBUTORS
सुपर डिशवॉश बार 225 ग्राम (ऑफर),26-05-2028,12,11-06-2025,27-05-2025,47.5608333333333,47.56,PCS,9,51.3657,TI1362AAA2526,UK,51.3648,9,AAXW250033,51.36,673.45,05AAECK5765H1ZE,18,34011990,570.72,,72,0,KANHA JI DISTRIBUTORS
दूध बिस्कुट 70 ग्राम,01-12-2025,100,11-06-2025,04-06-2025,7.23,7.23,PCS,9,65.07,TI1362AAA2526,UK,65.07,9,F325/BP1,65.07,853.14,05AAECK5765H1ZE,18,19053100,723,,10,0,KANHA JI DISTRIBUTORS
दूध बिस्कुट 35 ग्राम,04-12-2025,200,11-06-2025,07-06-2025,3.61,3.61,PCS,9,64.98,TI1362AAA2526,UK,64.98,9,FB25/BP1,64.98,851.96,05AAECK5765H1ZE,18,19053100,722,,5,0,KANHA JI DISTRIBUTORS
हर्बल पॉवर्विटा प्लस 500 ग्राम (रीफिल),07-01-2026,24,11-06-2025,12-04-2025,140.590416666667,140.59,PCS,9,303.6753,TI1362AAA2526,UK,303.6744,9,ASZ2500006,303.67,3981.51,05AAECK5765H1ZE,18,19019090,3374.16,,205,0,KANHA JI DISTRIBUTORS
दलिया 500 ग्राम,18-11-2025,30,11-06-2025,22-05-2025,27.719,27.72,PCS,2.5,20.78925,TI1362AAA2526,UK,20.79,2.5,PDCS250135,20.79,873.15,05AAECK5765H1ZE,5,11031900,831.57,,35,0,KANHA JI DISTRIBUTORS
सरसों का तेल 1 लीटर (पाउच),17-05-2026,24,11-06-2025,22-05-2025,151.009583333333,151.01,PCS,2.5,90.60575,TI1362AAA2526,UK,90.606,2.5,N2B2500041,90.61,3805.45,05AAECK5765H1ZE,5,15149920,3624.24,,175,0,KANHA JI DISTRIBUTORS
फोर्टिफाइड सूरजमुखी तेल 1 लीटर (पाउच),06-02-2026,12,11-06-2025,12-05-2025,149.610833333333,149.61,PCS,2.5,44.88325,TI1362AAA2526,UK,44.883,2.5,BR2A250017,44.88,1885.09,05AAECK5765H1ZE,5,15121910,1795.32,,175,0,KANHA JI DISTRIBUTORS
सोयाबीन तेल 1 लीटर (फोर्टिफाइड) (पाउच),22-12-2025,12,11-06-2025,27-03-2025,141.06,141.06,PCS,2.5,42.318,TI1362AAA2526,UK,42.318,2.5,BR2B250006,42.32,1777.36,05AAECK5765H1ZE,5,15079010,1692.72,,165,0,KANHA JI DISTRIBUTORS
सरसों का तेल 5 लीटर (जार),14-05-2026,4,11-06-2025,19-05-2025,791.38,791.38,PCS,2.5,79.138,TI1362AAA2526,UK,79.138,2.5,N3B2500020,79.14,3323.8,05AAECK5765H1ZE,5,15149920,3165.52,,900,0,KANHA JI DISTRIBUTORS
तिल का तेल 1 लीटर (बी),13-02-2026,12,11-06-2025,19-05-2025,200.658333333333,200.66,PCS,2.5,60.1975,TI1362AAA2526,UK,60.198,2.5,JACQ250044,60.2,2528.3,05AAECK5765H1ZE,5,15155091,2407.91,,260,0,KANHA JI DISTRIBUTORS
क्रीमफीस्ट चोको बिस्कुट 32.5 ग्राम,27-11-2025,144,11-06-2025,31-05-2025,3.60993055555556,3.61,PCS,9,46.7847,TI1362AAA2526,UK,46.7856,9,EV25/BP1,46.79,613.41,05AAECK5765H1ZE,18,19053100,519.84,,5,0,KANHA JI DISTRIBUTORS
क्रीमफीस्ट ऑरेंज बिस्कुट 32.5 ग्राम,24-10-2025,144,11-06-2025,27-04-2025,3.60993055555556,3.61,PCS,9,46.7847,TI1362AAA2526,UK,46.7856,9,DT25/BP1,46.79,613.41,05AAECK5765H1ZE,18,19053100,519.84,,5,0,KANHA JI DISTRIBUTORS
स्पेशल च्यवनप्राश 500 ग्राम,21-11-2027,24,11-06-2025,06-12-2024,131.739583333333,131.74,PCS,6,189.705,TI1362AAA2526,UK,189.7056,6,ADA2400010,189.71,3541.17,05AAECK5765H1ZE,12,30049011,3161.76,,185,0,KANHA JI DISTRIBUTORS
केश कांति एडवांस हर्बल एक्सपर्ट शैम्पू 100 एमएल,30-04-2027,36,09-07-2025,30-04-2025,73.37,73.37,PCS,9,237.7188,TI1897AAA2526,UK,237.7188,9,AAWT250005,237.72,3116.76,05AAECK5765H1ZE,18,33051090,2641.32,,120,0,KANHA JI DISTRIBUTORS
गोनाइल फ्लोर क्लीनर 1 लीटर,25-05-2026,24,09-07-2025,25-06-2025,50.3495833333333,50.35,PCS,9,108.7551,TI1897AAA2526,UK,108.756,9,2079/25-26,108.76,1425.91,05AAECK5765H1ZE,18,38084000,1208.4,,70,0,KANHA JI DISTRIBUTORS
आँवला जूस 1 लीटर,17-06-2026,12,09-07-2025,17-06-2025,94.0016666666667,94,PCS,6,67.6812,TI1897AAA2526,UK,67.68,6,ACCT250050,67.68,1263.38,05AAECK5765H1ZE,12,30049011,1128.02,,150,0,KANHA JI DISTRIBUTORS
फोर्टिफाइड सूरजमुखी तेल 1 लीटर (पाउच),16-03-2026,12,09-07-2025,19-06-2025,149.610833333333,149.61,PCS,2.5,44.88325,TI1897AAA2526,UK,44.883,2.5,BR2A250021,44.88,1885.09,05AAECK5765H1ZE,5,15121910,1795.32,,175,0,KANHA JI DISTRIBUTORS
काला चना 1 किलो,04-03-2026,10,09-07-2025,07-06-2025,89.99,89.99,PCS,2.5,22.4975,TI1897AAA2526,UK,22.4975,2.5,BPRKC25011,22.5,944.9,05AAECK5765H1ZE,5,7135000,899.9,,122,0,KANHA JI DISTRIBUTORS
करेला-जामुन जूस 500 एमएल,13-06-2026,24,09-07-2025,13-06-2025,94.0020833333334,94,PCS,6,135.363,TI1897AAA2526,UK,135.36,6,ABPB250014,135.36,2526.77,05AAECK5765H1ZE,12,30049011,2256.04,,150,0,KANHA JI DISTRIBUTORS
सुपर डिशवॉश बार 10 रुपये (फ्री 3 नग),17-06-2028,120,09-07-2025,18-06-2025,7.34,7.34,PCS,9,79.272,TI1897AAA2526,UK,79.272,9,AAXY250129,79.27,1039.34,05AAECK5765H1ZE,18,34011941,880.8,,10,0,KANHA JI DISTRIBUTORS
सुपर डिशवॉश बार 225 ग्राम (ऑफर),15-06-2028,24,09-07-2025,16-06-2025,47.56,47.56,PCS,9,102.7296,TI1897AAA2526,UK,102.7296,9,AAXW250037,102.73,1346.9,05AAECK5765H1ZE,18,34011990,1141.44,,72,0,KANHA JI DISTRIBUTORS
पारम्परिक गेहूँ का आटा 10 किलो (यूके),01-11-2025,5,09-07-2025,04-07-2025,375.85,375.85,PCS,2.5,46.98125,TI1897AAA2526,UK,46.98125,2.5,PDBKP25006,46.98,1973.21,05AAECK5765H1ZE,5,11010000,1879.25,,440,0,KANHA JI DISTRIBUTORS
हवन सामग्री 500 ग्राम,25-11-2026,50,09-07-2025,05-12-2024,79.3702,79.37,PCS,2.5,99.21275,TI1897AAA2526,UK,99.2125,2.5,AAAS240009,99.21,4166.93,05AAECK5765H1ZE,5,33074100,3968.5,,100,0,KANHA JI DISTRIBUTORS
दिव्य मेधा वटी एक्स्ट्रा पावर 120 टैबलेट,18-04-2030,20,09-07-2025,18-05-2025,167.409,167.41,PCS,6,200.8908,TI1896AAA2526,UK,200.892,6,BMDE250070,200.89,3749.96,05AAECK5765H1ZE,12,30049011,3348.18,,250,0,KANHA JI DISTRIBUTORS
दिव्य सितोपलादि चूर्ण 25 ग्राम,24-02-2027,50,09-07-2025,06-03-2025,23.8102,23.81,PCS,2.5,29.76275,TI1896AAA2526,UK,29.7625,2.5,ASPC250006,29.76,1250.03,05AAECK5765H1ZE,5,30049011,1190.5,,30,0,KANHA JI DISTRIBUTORS
खजूर 500 ग्राम,09-12-2025,6,09-07-2025,12-06-2025,255.58,255.58,PCS,6,92.0088,TI1896AAA2526,UK,92.0088,6,AAYC250030,92.01,1717.5,05AAECK5765H1ZE,12,20019000,1533.48,,320,0,KANHA JI DISTRIBUTORS
नीम घन वटी 60 टैबलेट,14-04-2027,24,09-07-2025,14-05-2025,66.8854166666667,66.89,PCS,6,96.315,TI1896AAA2526,UK,96.3216,6,AAK2500027,96.31,1797.87,05AAECK5765H1ZE,12,30049011,1605.24,,100,0,KANHA JI DISTRIBUTORS
दिव्य शुद्धि चूर्ण 100 ग्राम,15-03-2027,25,09-07-2025,15-04-2025,83.71,83.71,PCS,6,125.565,TI1896AAA2526,UK,125.565,6,ADSC250016,125.56,2343.87,05AAECK5765H1ZE,12,30049011,2092.74,,125,0,KANHA JI DISTRIBUTORS
किशमिश 250 ग्राम,08-12-2025,15,09-07-2025,11-06-2025,136.679333333333,136.68,PCS,2.5,51.25475,TI1896AAA2526,UK,51.255,2.5,AARV250019,51.26,2152.71,05AAECK5765H1ZE,5,8062090,2050.2,,160,0,KANHA JI DISTRIBUTORS
दिव्य धारा 10 एमएल,28-03-2028,30,09-07-2025,01-04-2025,30.1313333333333,30.13,PCS,6,54.2364,TI1896AAA2526,UK,54.234,6,ADYD250010,54.24,1012.42,05AAECK5765H1ZE,12,30049011,903.94,,45,0,KANHA JI DISTRIBUTORS
केश कांति एडवांस हेयर एक्सपर्ट ऑयल 30 एमएल,14-05-2027,36,09-07-2025,14-05-2025,59.3,59.3,PCS,9,192.132,TI1896AAA2526,UK,192.132,9,ABHX250004,192.13,2519.06,05AAECK5765H1ZE,18,33059019,2134.8,,100,0,KANHA JI DISTRIBUTORS
केश रीठा हेयर क्लींजर 180 एमएल,18-04-2027,18,09-07-2025,18-04-2025,79.42,79.42,PCS,9,128.6604,TI1896AAA2526,UK,128.6604,9,ABTZ250008,128.66,1686.88,05AAECK5765H1ZE,18,33051090,1429.56,,120,0,KANHA JI DISTRIBUTORS
दिव्य पेय 100 ग्राम,28-03-2027,50,09-07-2025,28-04-2025,53.568,53.57,PCS,2.5,66.96,TI1896AAA2526,UK,66.9625,2.5,ADYP250012,66.96,2812.32,05AAECK5765H1ZE,5,9022090,2678.4,,75,0,KANHA JI DISTRIBUTORS
फास्ट रिलीफ बाम 25 ग्राम,03-06-2028,36,09-07-2025,04-06-2025,39.31,39.31,PCS,6,84.9096,TI1896AAA2526,UK,84.9096,6,AV12500009,84.91,1584.98,05AAECK5765H1ZE,12,30049011,1415.16,,60,0,KANHA JI DISTRIBUTORS
सौन्दर्य एलोवेरा जेल 150 एमएल (ऑफर),21-11-2026,20,09-07-2025,23-05-2025,66.1805,66.18,PCS,9,119.1249,TI1896AAA2526,UK,119.124,9,ACCG250053,119.12,1561.85,05AAECK5765H1ZE,18,33049910,1323.6,,100,0,KANHA JI DISTRIBUTORS
दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 120 टैबलेट,15-03-2028,20,09-07-2025,15-04-2025,150.667,150.67,PCS,6,180.8004,TI1896AAA2526,UK,180.804,6,BMNE250098,180.8,3374.94,05AAECK5765H1ZE,12,30049011,3013.34,,225,0,KANHA JI DISTRIBUTORS
दिव्य मुक्तावटी एक्स्ट्रा पावर 120 टैबलेट,31-03-2030,20,09-07-2025,01-04-2025,150.667,150.67,PCS,6,180.8004,TI1896AAA2526,UK,180.804,6,AMUE250087,180.8,3374.94,05AAECK5765H1ZE,12,30049011,3013.34,,225,0,KANHA JI DISTRIBUTORS
आस्था भीमसेनी कपूर 200 ग्राम,28-03-2027,2,09-07-2025,28-04-2025,263.06,263.06,PCS,9,47.3508,TI30171AAA2526,UK,47.3508,9,ABEB250004,47.35,620.82,05AELPS3782C1ZD,18,29142922,526.12,,500,0,DEEPAK TRADERS
आस्था भीमसेनी कपूर 25 ग्राम,15-02-2027,24,09-07-2025,25-02-2025,47.8304166666667,47.83,PCS,9,103.3137,TI30171AAA2526,UK,103.3128,9,ABAK250005,103.31,1354.55,05AELPS3782C1ZD,18,29142922,1147.92,,80,0,DEEPAK TRADERS
आस्था कपूर 25 ग्राम,05-10-2034,24,09-07-2025,26-11-2024,30.8495833333333,30.85,PCS,9,66.6351,TI30171AAA2526,UK,66.636,9,A9D2400057,66.64,873.67,05AELPS3782C1ZD,18,29142922,740.4,,60,0,DEEPAK TRADERS
आस्था लम्बी कॉटन बत्ती 25 ग्राम,23-09-2027,12,09-07-2025,08-10-2024,29.03,29.03,PCS,0,0,TI30171AAA2526,UK,0,0,ABRP250001,0,348.36,05AELPS3782C1ZD,0,59080010,348.36,,40,0,DEEPAK TRADERS
आस्था कॉटन बत्ती 25 ग्राम,07-04-2028,40,09-07-2025,07-05-2025,28.96,28.96,PCS,0,0,TI30171AAA2526,UK,0,0,A0M2500015,0,1158.4,05AELPS3782C1ZD,0,33049940,1158.4,,40,0,DEEPAK TRADERS
