mcat,display_code,remarks,ORDER_ID,brand,vertical,division,grndate,Item alias,HSN code,Received Qty,Purchase rate,Selling,mrp,Item Discount,Batch No,Mfg date,status,GRN No,Taxable amount,Conversion Unit,GST Perc,cgst,sgst,igst,Supplier Name,,,Item name,Conversion Factor,EXPDATE,QTY in Pcs,Inv date,Item Net Amount,Qty in CLD,Supplier Payable,Discount%,Ship Name,cgstrate,sgstrate,igstrate,LD,LDP,CESS_AMT,CESS_PER,Branch,Inv No,Supplier Code,Supplier State,Supplier GST,Supplier Channel,companyid,SecondaryDiscountPercent,BaseSecondaryDiscount,Actual Purchase Rate,warehouse,WAREHOUSE ADDRESS,forwardscheme,tcs_per,tcs_amt,baseprimarydiscount,primarydiscountpercent
Open,,,PO9AAA2526,MEDICATED JUICES,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180002829,30049011,1,64.09,0,90,92.29,PFY2500009,09-05-2025,,PI15AAA2526,676.79,Carton,12,40.61,40.61,0,KANHA JI DISTRIBUTORS,GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,GILOY JUICE 500 ML,12,09-05-2026,12,02-07-2025,758,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,56.4,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,ALOEVERA JUICE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180030992,30049011,2,156.67,0,220,451.2,ACCR250051,28-05-2025,,PI15AAA2526,3308.88,Carton,12,198.53,198.53,0,KANHA JI DISTRIBUTORS,ALOEVERA JUICE WITH FIBER 1 L (NEW),एलोवेरा रस (फाइबर युक्त) 1 लीटर (नया),ALOEVERA JUICE WITH FIBER 1 L (NEW),12,22-02-2026,24,02-07-2025,3705.95,2,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,137.87,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,SWASARI PRAVAHI,NATURAL PERSONAL CARE,NON FOOD,07-07-2025,8855000147,30049011,1,58.82,0,85,0,BSSP250020,01-05-2025,,PI15AAA2526,2352.8,Carton,12,141.17,141.17,0,KANHA JI DISTRIBUTORS,DIVYA SWASARI PRAVAHI - 250 ML - T,दिव्य स्वासारी प्रवाही 250 मि.ली.,DIVYA SWASARI PRAVAHI - 250 ML - T,40,01-04-2028,40,02-07-2025,2635.14,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,58.82,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,GHEE,PHYSICAL OIL & GHEE,FOOD,07-07-2025,150000863,4059020,5,600.56,0,730,0,FAWC250166,27-06-2025,,PI15AAA2526,45042,Carton,12,2702.52,2702.52,0,KANHA JI DISTRIBUTORS,COWS GHEE 1 L - T,गाय का घी 1 लीटर,COWS GHEE 1 L - T,15,24-03-2026,75,02-07-2025,50447.04,5,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,600.56,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,GHEE,PHYSICAL OIL & GHEE,FOOD,07-07-2025,150000862,4059020,2,320.85,0,390,0,FAWD250041,10-06-2025,,PI15AAA2526,19251,Carton,12,1155.06,1155.06,0,KANHA JI DISTRIBUTORS,COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,COWS GHEE 500 ML - T,30,07-03-2026,60,02-07-2025,21561.12,2,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,320.85,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,8857000319,30049011,5,218.75,0,300,89.29,DWG250008,30-04-2025,,PI15AAA2526,1004.46,PCS,12,60.27,60.27,0,KANHA JI DISTRIBUTORS,DIVYA WEIGHTGO TABLET 60 N -T,दिव्य वेटगो टैबलेट 60 नग,DIVYA WEIGHTGO TABLET 60 N -T,30,31-03-2028,5,02-07-2025,1125,0.17,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,200.89,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,PO9AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,07-07-2025,8857000166,30049011,20,31.75,0,40,0,BTPG250014,15-04-2025,,PI15AAA2526,635,PCS,5,15.88,15.88,0,KANHA JI DISTRIBUTORS,DIVYA TRIPHALA GUGGUL- 40 TAB,दिव्य त्रिफला गुग्गुल 40 टैबलेट,DIVYA TRIPHALA GUGGUL-  40 TAB,400,15-03-2030,20,02-07-2025,666.75,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,31.75,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,8855000249,30049011,20,34.13,0,43,0,BCPV250042,28-02-2025,,PI15AAA2526,682.6,PCS,5,17.07,17.07,0,KANHA JI DISTRIBUTORS,CHANDRAPRABHA VATI - 40 TAB,चंद्रप्रभा वटी 40 टैबलेट,CHANDRAPRABHA VATI - 40 TAB,400,31-01-2030,20,02-07-2025,716.73,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,34.13,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,8855000246,30049011,25,31.11,0,40,63.49,ATPC250063,02-06-2025,,PI15AAA2526,714.26,PCS,5,17.86,17.86,0,KANHA JI DISTRIBUTORS,TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,TRIPHALA CHURNA -100GM,100,02-05-2027,25,02-07-2025,749.97,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,28.57,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,9958000051,30049011,24,69.79,0,100,136.73,AAI2500038,16-05-2025,,PI15AAA2526,1538.23,PCS,12,92.29,92.29,0,KANHA JI DISTRIBUTORS,GILOY GHAN VATI 60 PC (NEW),गिलोय घन वटी 60 नग (नया),GILOY GHAN VATI 60 PC (NEW),96,16-04-2027,24,02-07-2025,1722.82,0.25,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,64.09,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,BODY CLEANSER,HOME CARE,NON FOOD,07-07-2025,74003,34011941,1,26.42,0,40,0,ABSH240004,30-04-2024,,PI15AAA2526,3804.48,Carton,18,342.4,342.4,0,KANHA JI DISTRIBUTORS,WHITE LILY ADVANCE BEAUTY BAR-75 G,व्हाइट लिली एडवांस ब्यूटी बार 75 ग्राम,WHITE LILY ADVANCE BEAUTY BAR-75 G,144,30-04-2026,144,02-07-2025,4489.29,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,26.42,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,ATTA,FLOUR & SUGAR,FOOD,07-07-2025,180002737,11010000,1,153.76,0,180,138.39,AHV2500021,07-06-2025,,PI15AAA2526,2936.81,Carton,5,73.42,73.42,0,KANHA JI DISTRIBUTORS,NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,NAVRATNA ATTA 2 KG,20,04-12-2025,20,02-07-2025,3083.66,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,146.84,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,DETERGENT POWDER,HOME CARE,NON FOOD,07-07-2025,150001639,34029011,1,51.44,0,70,0,BM92500023,14-05-2025,,PI15AAA2526,1286,Carton,18,115.74,115.74,0,KANHA JI DISTRIBUTORS,HERBAL WASH DETERGENT POWDER 1 KG-T,हर्बल वॉश डिटर्जेंट पाउडर 1 किग्रा,HERBAL WASH DETERGENT POWDER 1 KG-T,25,13-05-2030,25,02-07-2025,1517.48,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,51.44,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,ATTA,FLOUR & SUGAR,FOOD,07-07-2025,180002763,11010000,1,213.55,0,250,57.66,PDAEZ25003,18-05-2025,,PI15AAA2526,1223.64,Carton,5,30.59,30.59,0,KANHA JI DISTRIBUTORS,TRADT. W.W CHAKKI ATTA W.BRAN 5 KG_ROI,पारंपरिक गेहूं चक्की आटा विद ब्रान 5 किग्रा (ROI),TRADT. W.W CHAKKI ATTA W.BRAN 5 KG_ROI,6,15-09-2025,6,02-07-2025,1284.82,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,203.94,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO9AAA2526,ATTA,FLOUR & SUGAR,FOOD,07-07-2025,180002762,11010000,1,410.02,0,480,55.35,PDAFD25002,15-05-2025,,PI15AAA2526,1174.71,Carton,5,29.37,29.37,0,KANHA JI DISTRIBUTORS,TRADT. W.W CHAKKI ATTA W.BRAN 10 KG_ROI,पारंपरिक गेहूं चक्की आटा विद ब्रान 10 किग्रा (ROI),TRADT. W.W CHAKKI ATTA W.BRAN 10 KG_ROI,3,12-09-2025,3,02-07-2025,1233.44,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1753AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,391.57,Main Warehouse,ktm,0,0,0,0,0
Open,,,,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,07-07-2025,73750,15131900,24,32.5,0,40,0,ABEA250003,21-03-2025,,PI16AAA2526,780,PCS,5,19.5,19.5,0,KANHA JI DISTRIBUTORS,COCONUT OIL-100 ML (B),नारियल तेल 100 मि.ली.,COCONUT OIL-100 ML (B),96,14-06-2026,24,11-06-2025,819,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,32.5,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA GEL,SKIN CARE,NON FOOD,07-07-2025,180026382,33049910,24,79.42,0,120,0,AAHV250025,02-05-2025,,PI16AAA2526,1906.08,PCS,18,171.55,171.55,0,KANHA JI DISTRIBUTORS,SAUNDARYA ALOEVERA GEL K. CHANDAN 150 ML,सौंदर्य एलोवेरा जेल केसर-चंदन 150 मि.ली.,SAUNDARYA ALOEVERA GEL K. CHANDAN 150 ML,60,24-10-2026,24,11-06-2025,2249.17,0.4,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,79.42,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA GEL,SKIN CARE,NON FOOD,07-07-2025,180026381,33049910,24,39.71,0,60,0,AAHU250008,05-05-2025,,PI16AAA2526,953.04,PCS,18,85.77,85.77,0,KANHA JI DISTRIBUTORS,SAUNDARYA ALOEVERA GEL K.CHANDAN 60 ML,सौंदर्य एलोवेरा जेल केसर-चंदन 60 मि.ली.,SAUNDARYA ALOEVERA GEL K.CHANDAN 60 ML,96,27-10-2026,24,11-06-2025,1124.59,0.25,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,39.71,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DRY FRUITS,FLOUR & SUGAR,FOOD,07-07-2025,180002950,8042090,2,399.35,0,500,0,AARX250011,06-05-2025,,PI16AAA2526,798.7,PCS,12,47.92,47.92,0,KANHA JI DISTRIBUTORS,FIG (ANJEER) 250 GM (MONO),अंजीर 250 ग्राम,FIG (ANJEER) 250 GM (MONO),20,02-11-2025,2,11-06-2025,894.54,0.1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,399.35,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DANT KANTI,DENTAL CARE,NON FOOD,07-07-2025,180026294,33061020,24,64.8,0,100,0,ABRS250002,19-03-2025,,PI16AAA2526,1555.2,PCS,18,139.97,139.97,0,KANHA JI DISTRIBUTORS,DANT KANTI JUNIOR TP.(STRAWBERY)-80G C.O,दंत कान्ति जूनियर टूथपेस्ट (स्ट्रॉबेरी) 80 ग्राम (कॉम्बो ऑफर),DANT KANTI JUNIOR TP.(STRAWBERY)-80G C.O,48,19-03-2027,24,11-06-2025,1835.14,0.5,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,64.8,Main Warehouse,ktm,0,0,0,0,0
Open,,,,SPICES,RICE/PULSES/SPICES,FOOD,07-07-2025,150001573,13019013,24,80.72,0,120,0,CASY250004,02-04-2025,,PI16AAA2526,1937.28,PCS,5,48.43,48.43,0,KANHA JI DISTRIBUTORS,BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),BANDHANI HING 50 GM (NEW) - T,108,24-09-2026,24,11-06-2025,2034.14,0.22,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,80.72,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,9958000056,30049011,20,69.79,0,100,142.42,AASO250011,25-04-2025,,PI16AAA2526,1253.38,PCS,12,75.2,75.2,0,KANHA JI DISTRIBUTORS,SHILAJIT - 11 GM (STRIP),शिलाजीत स्ट्रिप 11 ग्राम,SHILAJIT - 11 GM (STRIP),120,15-04-2027,20,11-06-2025,1403.78,0.17,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,62.67,Main Warehouse,ktm,0,0,0,0,0
Open,,,,FACE WASH,SKIN CARE,NON FOOD,07-07-2025,180026131,34013090,24,45.32,0,70,0,AJN2500004,15-05-2025,,PI16AAA2526,1087.68,PCS,18,97.89,97.89,0,KANHA JI DISTRIBUTORS,HERBAL FACIAL FOAM 60 GM,हर्बल फेशियल फोम 60 ग्राम,HERBAL FACIAL FOAM 60 GM,96,05-05-2027,24,11-06-2025,1283.46,0.25,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,45.32,Main Warehouse,ktm,0,0,0,0,0
Open,,,,SKIN CARE,SKIN CARE,NON FOOD,07-07-2025,180026133,33049910,24,61.14,0,100,0,AJW2500004,17-05-2025,,PI16AAA2526,1467.36,PCS,18,132.06,132.06,0,KANHA JI DISTRIBUTORS,SUN SCREEN CREAM SPF30- 50GM,सन स्क्रीन क्रीम SPF-30 50 ग्राम,SUN SCREEN CREAM SPF30- 50GM,96,07-05-2027,24,11-06-2025,1731.48,0.25,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,61.14,Main Warehouse,ktm,0,0,0,0,0
Open,,,,FACE WASH,SKIN CARE,NON FOOD,07-07-2025,180026200,34013090,24,45.32,0,70,0,AATK250002,27-02-2025,,PI16AAA2526,1087.68,PCS,18,97.89,97.89,0,KANHA JI DISTRIBUTORS,ALOEVERA GEL FACE WASH 60 ML,एलोवेरा जेल फेस वॉश 60 मि.ली.,ALOEVERA GEL FACE WASH 60 ML,96,17-02-2027,24,11-06-2025,1283.46,0.25,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,45.32,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DRY FRUITS,FLOUR & SUGAR,FOOD,07-07-2025,180005272,8021100,2,291.52,0,365,0,AART250016,13-05-2025,,PI16AAA2526,583.04,PCS,12,34.98,34.98,0,KANHA JI DISTRIBUTORS,ALMOND (BADAM) 250 GM (MONO),बादाम 250 ग्राम,ALMOND (BADAM) 250 GM (MONO),20,09-11-2025,2,11-06-2025,653,0.1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,291.52,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DRY FRUITS,FLOUR & SUGAR,FOOD,07-07-2025,180002937,8029000,10,414.3,0,485,0,AALI250023,18-04-2025,,PI16AAA2526,4143,PCS,5,103.58,103.58,0,KANHA JI DISTRIBUTORS,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,16,12-02-2026,10,11-06-2025,4350.15,0.63,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1363AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,414.3,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,ALOEVERA JUICE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180030992,30049011,1,156.67,0,220,225.6,ACCR250002,14-05-2025,,PI17AAA2526,1654.44,Carton,12,99.27,99.27,0,KANHA JI DISTRIBUTORS,ALOEVERA JUICE WITH FIBER 1 L (NEW),एलोवेरा रस (फाइबर युक्त) 1 लीटर (नया),ALOEVERA JUICE WITH FIBER 1 L (NEW),12,08-02-2026,12,11-06-2025,1852.97,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,137.87,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,AMLA JUICE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180030993,30049011,1,106.82,0,150,153.82,ACCT250027,27-05-2025,,PI17AAA2526,1128.02,Carton,12,67.68,67.68,0,KANHA JI DISTRIBUTORS,AMLA JUICE 1 L (NEW),आंवला रस 1 लीटर (नया),AMLA JUICE 1 L (NEW),12,27-05-2026,12,11-06-2025,1263.38,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,94,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,MEDICATED JUICES,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180022420,30049011,1,106.82,0,150,0,ABPB250012,09-05-2025,,PI17AAA2526,1281.84,Carton,12,76.91,76.91,0,KANHA JI DISTRIBUTORS,KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,KARELA JAMUN 50-50 JUICE - 500 ML,12,09-05-2026,12,11-06-2025,1435.66,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,106.82,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,HONEY,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,180002850,4090000,1,135.96,0,210,0,BCM2500030,19-05-2025,,PI17AAA2526,2719.2,Carton,5,67.98,67.98,0,KANHA JI DISTRIBUTORS,HONEY 500 G,शहद 500 ग्राम,HONEY 500 G,20,10-11-2026,20,11-06-2025,2855.16,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,135.96,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,8857000043,30049011,1,112.78,0,145,460.32,ABY250012,20-03-2025,,PI17AAA2526,1795.28,Carton,5,44.88,44.88,0,KANHA JI DISTRIBUTORS,DIVYA ABHYARISHTA 450ML,दिव्य अभयारिष्ट 450 मि.ली.,DIVYA ABHYARISHTA 450ML,20,20-04-2035,20,11-06-2025,1885.05,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,89.76,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,GHEE,PHYSICAL OIL & GHEE,FOOD,07-07-2025,180002958,4059020,1,575.88,0,700,0,NAWC250105,02-05-2025,,PI17AAA2526,8638.2,Carton,12,518.29,518.29,0,KANHA JI DISTRIBUTORS,COWS GHEE 1 L,गाय का घी 1 लीटर,COWS GHEE 1 L,15,27-01-2026,15,11-06-2025,9674.78,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,575.88,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,GHEE,PHYSICAL OIL & GHEE,FOOD,07-07-2025,180002962,4059020,1,320.85,0,390,0,NAWD250107,09-05-2025,,PI17AAA2526,9625.5,Carton,12,577.53,577.53,0,KANHA JI DISTRIBUTORS,COWS GHEE 500 ML,गाय का घी 500 मि.ली.,COWS GHEE 500 ML,30,03-02-2026,30,11-06-2025,10780.56,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,320.85,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,07-07-2025,9954000012,15131900,1,70.92,0,90,0,AAU2500008,13-05-2025,,PI17AAA2526,2553.12,Carton,5,63.83,63.83,0,KANHA JI DISTRIBUTORS,COCONUT OIL 200 ML (J),नारियल तेल 200 मि.ली.,COCONUT OIL 200 ML (J),36,13-07-2026,36,11-06-2025,2680.78,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,70.92,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,NAMAK,FLOUR & SUGAR,FOOD,07-07-2025,150000831,25010010,1,40.36,0,60,0,SRS25/03,01-03-2025,,PI17AAA2526,1009,Carton,0,0,0,0,KANHA JI DISTRIBUTORS,SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,SENDHA NAMAK 1 KG - T,25,19-02-2027,25,11-06-2025,1009,1,-10298287.24,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.36,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,DETERGENT POWDER,HOME CARE,NON FOOD,07-07-2025,150001669,34029011,1,62.47,0,85,0,BN52500013,10-04-2025,,PI17AAA2526,1561.75,Carton,18,140.56,140.56,0,KANHA JI DISTRIBUTORS,HERBO WASH DETERGENT POWDER 1 KG-T,हर्बो वॉश डिटर्जेंट पाउडर 1 किग्रा,HERBO WASH DETERGENT POWDER 1 KG-T,25,09-04-2030,25,11-06-2025,1842.87,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,62.47,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,DISHWASH,HOME CARE,NON FOOD,07-07-2025,180026225,34011941,1,7.34,0,10,0,AAXY250112,26-05-2025,,PI17AAA2526,440.4,Carton,18,39.64,39.64,0,KANHA JI DISTRIBUTORS,SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),60,25-05-2028,60,11-06-2025,519.67,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,7.34,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,DISHWASH,HOME CARE,NON FOOD,07-07-2025,180026226,34011990,1,47.56,0,72,0,AAXW250033,27-05-2025,,PI17AAA2526,570.72,Carton,18,51.36,51.36,0,KANHA JI DISTRIBUTORS,SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),SUPER DISHWASH BAR-225 G B3G1 FREE,12,26-05-2028,12,11-06-2025,673.45,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,47.56,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,07-07-2025,180005517,19053100,1,7.23,0,10,0,F325/BP1,04-06-2025,,PI17AAA2526,723,Carton,18,65.07,65.07,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),100,01-12-2025,100,11-06-2025,853.14,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,7.23,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,07-07-2025,180005515,19053100,1,3.61,0,5,0,FB25/BP1,07-06-2025,,PI17AAA2526,722,Carton,18,64.98,64.98,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),200,04-12-2025,200,11-06-2025,851.96,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,3.61,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO8AAA2526,POWERVITA,JUICES & NATURAL BEVERAGES,FOOD,07-07-2025,150000835,19019090,1,140.59,0,205,0,ASZ2500006,12-04-2025,,PI17AAA2526,3374.16,Carton,18,303.67,303.67,0,KANHA JI DISTRIBUTORS,HERBAL POWERVITA PLUS - 500 GM REFILL -T,हर्बल पावरवीटा प्लस 500 ग्राम रीफिल,HERBAL POWERVITA PLUS - 500 GM REFILL -T,24,07-01-2026,24,11-06-2025,3981.51,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI1362AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,140.59,Main Warehouse,ktm,0,0,0,0,0
