82061,48.56,K.K. COLOR NATURAL BLACK (CREAM & DEV)-T,के.के. कलर नेचुरल ब्लैक (क्रीम एवं डेवलपर),K.K. COLOR NATURAL BLACK (CREAM & DEV)-T,27-05-2025,0.33,0,22-08-2024,01-06-2024,60,20,26.98,ktm,26.98,NON FOOD,27-08-2024,PAL AK,,PCS,100060,,9,TI2601AAA2425,5,0,26.98,0,0,Main Warehouse,9,0,ACBD240038,Open,NATURAL PERSONAL CARE,0,PI23AAA2425,PATANJALI STORE,,48.56,0,636.73,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,33059090,,0,539.6,HERBAL MEHANDI & COLOUR,20,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70290,90.45,LIVAMRIT SYRUP - 200 ML,लिवामृत सिरप 200 मि.ली.,LIVAMRIT SYRUP - 200 ML,08-07-2026,0.67,0,22-08-2024,08-07-2024,36,24,62.81,ktm,64.09,FOOD,27-08-2024,PAL AK,,PCS,100060,,6,TI2601AAA2425,5,0,62.81,0,0,Main Warehouse,6,0,A8B2400076,Open,JUICES & NATURAL BEVERAGES,0,PI23AAA2425,PATANJALI STORE,,90.45,0,1688.33,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,1507.44,MEDICINE,24,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70335,48.06,BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,BROWN BASMATI RICE POUCH 1 KG,06-07-2026,1,0,22-08-2024,16-07-2024,20,1,96.11,ktm,96.11,FOOD,27-08-2024,PAL AK,,Carton,100060,,2.5,TI2601AAA2425,5,0,96.11,0,0,Main Warehouse,2.5,0,E7E2400005,Open,RICE/PULSES/SPICES,0,PI23AAA2425,PATANJALI STORE,,48.06,0,2018.31,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,10063020,,0,1922.2,RICE,20,140,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002657,94.76,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),20-04-2025,1,215.35,29-08-2024,24-07-2024,12,1,149.55,ktm,149.55,FOOD,01-09-2024,`PAL AK,,Carton,100060,,6,TI2741AAA2425,5,0,149.55,0,0,Main Warehouse,6,0,PGD2400360,Open,JUICES & NATURAL BEVERAGES,0,PI24AAA2425,PATANJALI STORE,,94.76,0,1768.77,05AAECK5765H1ZE,-10298287.24,12,0,`PAL AK,30049011,,0,1579.25,ALOEVERA JUICE,12,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002935,42.87,SUGAR 1 KG,चीनी 1 किग्रा,SUGAR 1 KG,07-07-2026,1,0,29-08-2024,17-07-2024,30,1,57.16,ktm,57.16,FOOD,01-09-2024,`PAL AK,,Carton,100060,,2.5,TI2741AAA2425,5,0,57.16,0,0,Main Warehouse,2.5,0,BAGQ240067,Open,FLOUR & SUGAR,0,PI24AAA2425,PATANJALI STORE,,42.87,0,1800.54,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,17011490,,0,1714.8,SUGAR,30,65,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
74373,68.24,COCONUT OIL 200 ML (B) TRADE OFFER,नारियल तेल 200 मि.ली. (बी) ट्रेड ऑफर,COCONUT OIL 200 ML (B) TRADE OFFER,05-09-2025,1,0,29-08-2024,12-06-2024,48,1,56.87,ktm,56.87,NON FOOD,01-09-2024,`PAL AK,,Carton,100060,,2.5,TI2741AAA2425,5,0,56.87,0,0,Main Warehouse,2.5,0,ABUJ240007,Open,NATURAL PERSONAL CARE,0,PI24AAA2425,PATANJALI STORE,,68.24,0,2866.25,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,15131900,,0,2729.76,HAIR OIL,48,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002877,39.44,TURMERIC POWDER 500 GM,हल्दी पाउडर 500 ग्राम,TURMERIC POWDER 500 GM,11-07-2025,1,65.73,29-08-2024,11-07-2024,12,1,136.93,ktm,136.93,FOOD,01-09-2024,`PAL AK,,Carton,100060,,2.5,TI2741AAA2425,5,0,136.93,0,0,Main Warehouse,2.5,0,ALC2400024,Open,RICE/PULSES/SPICES,0,PI24AAA2425,PATANJALI STORE,,39.44,0,1656.3,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,9103030,,0,1577.43,SPICES,12,200,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022420,153.82,KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,KARELA JAMUN 50-50 JUICE - 500 ML,07-08-2025,2,0,29-08-2024,07-08-2024,12,2,106.82,ktm,106.82,FOOD,01-09-2024,`PAL AK,,Carton,100060,,6,TI2741AAA2425,5,0,106.82,0,0,Main Warehouse,6,0,ABPB240013,Open,JUICES & NATURAL BEVERAGES,0,PI24AAA2425,PATANJALI STORE,,153.82,0,2871.32,05AAECK5765H1ZE,-10298287.24,12,0,`PAL AK,30049011,,0,2563.68,MEDICATED JUICES,24,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81555,21.83,Punarnavadi Mandoor 60 Tab,पुनर्नवादि मांडूर 60 टैबलेट,Punarnavadi Mandoor 60 Tab,11-05-2034,0.05,0,29-08-2024,02-07-2024,400,20,43.65,ktm,43.65,PHARMACY,01-09-2024,`PAL AK,,PCS,100060,,2.5,TI2741AAA2425,5,0,43.65,0,0,Main Warehouse,2.5,0,BPNM240032,Non-Open,MEDICINES,0,PI24AAA2425,PATANJALI STORE,,21.83,0,916.65,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,30049011,,0,873,VATI & GUGGAL,20,55,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3067,78.12,Divya Sarvakalp Kwath 100 Gm,दिव्य सर्वकल्प क्वाथ 100 ग्राम,Divya Sarvakalp Kwath 100 Gm,30-04-2026,0.5,0,29-08-2024,10-05-2024,100,50,26.04,ktm,26.04,PHARMACY,01-09-2024,`PAL AK,,PCS,100060,,6,TI2741AAA2425,5,0,26.04,0,0,Main Warehouse,6,0,ASKK240022,Non-Open,MEDICINES,0,PI24AAA2425,PATANJALI STORE,,78.12,0,1458.24,05AAECK5765H1ZE,-10298287.24,12,0,`PAL AK,30049011,,0,1302,ASAV & KWATH,50,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70853,100.5,GILOY GHAN VATI 60 PC (NEW),गिलोय घन वटी 60 नग (नया),GILOY GHAN VATI 60 PC (NEW),06-07-2026,0.25,0,29-08-2024,16-07-2024,96,24,69.79,ktm,71.21,FOOD,01-09-2024,`PAL AK,,PCS,100060,,6,TI2741AAA2425,5,0,69.79,0,0,Main Warehouse,6,0,AAI2400052,Open,JUICES & NATURAL BEVERAGES,0,PI24AAA2425,PATANJALI STORE,,100.5,0,1875.96,05AAECK5765H1ZE,-10298287.24,12,0,`PAL AK,30049011,,0,1674.96,MEDICINE,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001573,25.27,BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),BANDHANI HING 50 GM (NEW) - T,30-11-2025,0.11,42.12,29-08-2024,06-05-2024,108,12,87.74,ktm,87.74,FOOD,01-09-2024,`PAL AK,,PCS,100060,,2.5,TI2741AAA2425,5,0,87.74,0,0,Main Warehouse,2.5,0,CASY240013,Open,RICE/PULSES/SPICES,0,PI24AAA2425,PATANJALI STORE,,25.27,0,1061.3,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,13019013,,0,1010.76,SPICES,12,120,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82615,36.41,KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,केश कान्ति हर्बल मेहंदी (बरगंडी) 15 ग्राम,KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,24-02-2025,0.17,0,29-08-2024,01-03-2024,120,20,20.23,ktm,20.23,NON FOOD,01-09-2024,`PAL AK,,PCS,100060,,9,TI2741AAA2425,5,0,20.23,0,0,Main Warehouse,9,0,ABUR240003,Open,NATURAL PERSONAL CARE,0,PI24AAA2425,PATANJALI STORE,,36.41,0,477.43,05AAECK5765H1ZE,-10298287.24,18,0,`PAL AK,33059090,,0,404.6,HERBAL MEHANDI & COLOUR,20,30,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002936,41.55,SUGAR 5 KG,चीनी 5 किग्रा,SUGAR 5 KG,16-06-2026,1,0,29-08-2024,26-06-2024,6,1,276.98,ktm,276.98,FOOD,01-09-2024,`PAL AK,,Carton,100060,,2.5,TI2741AAA2425,5,0,276.98,0,0,Main Warehouse,2.5,0,BAIW240040,Open,FLOUR & SUGAR,0,PI24AAA2425,PATANJALI STORE,,41.55,0,1744.97,05AAECK5765H1ZE,-10298287.24,5,0,`PAL AK,17011490,,0,1661.88,SUGAR,6,315,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003019,68.15,MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,MUSTARD OIL 5 L (J)-T,16-08-2025,1,0,04-09-2024,21-08-2024,4,1,681.47,ktm,681.47,FOOD,09-09-2024,,,Carton,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,N3B2400028,Open,PHYSICAL OIL & GHEE,0,PI25AAA2425,PATANJALI STORE,,68.15,0,2862.17,05AAECK5765H1ZE,-10298287.24,5,0,,15149920,,0,2725.88,MUSTARD OIL,4,775,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180008902,25.42,NUT SPT ORG OMEGA 3679,"न्यूट्रेला नट्रिशन सप्लीमेंट ओमेगा 3, 6, 7, 9 युक्त",NUT SPT ORG OMEGA 3679,01-07-2026,0.03,0,04-09-2024,01-07-2024,30,1,282.49,ktm,282.49,Nutraceuticals,09-09-2024,,,PCS,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,ABUU240002,Open,General Nutrition ,0,PI25AAA2425,PATANJALI STORE,,25.42,0,333.34,05AAECK5765H1ZE,-10298287.24,18,0,,21069099,,0,282.49,Patanjali Nutrela ,1,550,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82021,39.69,Divya Hawan Samagari 500 Gm-DUP,दिव्य हवन सामग्री 500 ग्राम,Divya Hawan Samagari 500 Gm-DUP,10-05-2026,1,0,04-09-2024,20-05-2024,20,1,79.37,ktm,79.37,PHARMACY,09-09-2024,,,Carton,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,ADHS240028,Non-Open,MEDICINES,0,PI25AAA2425,PATANJALI STORE,,39.69,0,1666.77,05AAECK5765H1ZE,-10298287.24,5,0,,33074100,,0,1587.4,Kwath,20,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81698,113.76,HERBO WASH DETERGENT POWDER 500 G-T,हर्बो वॉश डिटर्जेंट पाउडर 500 ग्राम,HERBO WASH DETERGENT POWDER 500 G-T,04-06-2029,1,0,04-09-2024,05-06-2024,40,1,31.6,ktm,31.6,NON FOOD,09-09-2024,,,Carton,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,BN42400005,Open,HOME CARE,0,PI25AAA2425,PATANJALI STORE,,113.76,0,1491.52,05AAECK5765H1ZE,-10298287.24,18,0,,34029011,,0,1264,DETERGENT POWDER,40,43,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005517,65.07,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),20-02-2025,1,0,04-09-2024,24-08-2024,100,1,7.23,ktm,7.23,BISCUIT & CONFFECTIONARY,09-09-2024,,,Carton,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,HR24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI25AAA2425,PATANJALI STORE,,65.07,0,853.14,05AAECK5765H1ZE,-10298287.24,18,0,,19053100,,0,723,BISCUITS,100,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005515,64.98,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),21-02-2025,1,0,04-09-2024,25-08-2024,200,1,3.61,ktm,3.61,BISCUIT & CONFFECTIONARY,09-09-2024,,,Carton,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,HT24/AV9,Open,BISCUIT & CONFFECTIONARY,0,PI25AAA2425,PATANJALI STORE,,64.98,0,851.96,05AAECK5765H1ZE,-10298287.24,18,0,,19053100,,0,722,BISCUITS,200,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003018,38.83,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,23-08-2025,1,0,04-09-2024,28-08-2024,12,1,129.43,ktm,129.43,FOOD,09-09-2024,,,Carton,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,N2B2400061,Open,PHYSICAL OIL & GHEE,0,PI25AAA2425,PATANJALI STORE,,38.83,0,1630.82,05AAECK5765H1ZE,-10298287.24,5,0,,15149920,,0,1553.16,MUSTARD OIL,12,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81453,44.64,Chirayta Kwath 100 GM,चिरायता क्वाथ 100 ग्राम,Chirayta Kwath 100 GM,24-07-2026,0.5,0,04-09-2024,03-08-2024,50,25,71.43,ktm,71.43,PHARMACY,09-09-2024,,,PCS,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,ACRK240010,Non-Open,MEDICINES,0,PI25AAA2425,PATANJALI STORE,,44.64,0,1875.04,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,1785.75,ASAV & KWATH,25,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002091,86.67,PAT NUTRELA VIT D2K NATURAL VANILA(60),न्यूट्रेला विटामिन D2K नेचुरल वनीला (60 नग),PAT NUTRELA VIT D2K NATURAL VANILA(60),06-07-2026,0.2,0,04-09-2024,06-07-2024,30,6,160.5,ktm,160.5,Nutraceuticals,09-09-2024,,,PCS,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,AANU240009,Open,Medical Nutrition ,0,PI25AAA2425,PATANJALI STORE,,86.67,0,1136.34,05AAECK5765H1ZE,-10298287.24,18,0,,21069099,,0,963,Patanjali Nutrela ,6,250,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73771,135.8,BEAUTY CREAM ADV.- 50 G,ब्यूटी क्रीम एडवांस 50 ग्राम,BEAUTY CREAM ADV.- 50 G,19-06-2026,0.25,0,04-09-2024,19-06-2024,96,24,62.87,ktm,62.87,NON FOOD,09-09-2024,,,PCS,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,ABED240004,Open,NATURAL PERSONAL CARE,0,PI25AAA2425,PATANJALI STORE,,135.8,0,1780.48,05AAECK5765H1ZE,-10298287.24,18,0,,33049910,,0,1508.88,SKIN CARE,24,95,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70795,34.18,DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),DRISHTI EYE DROP 10 ML (NEW),05-07-2025,0.25,0,04-09-2024,05-07-2024,160,40,14.24,ktm,14.24,NON FOOD,09-09-2024,,,PCS,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AAST240035,Open,NATURAL PERSONAL CARE,0,PI25AAA2425,PATANJALI STORE,,34.18,0,637.95,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,569.6,EYE DROP,40,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3089,41.32,DIVYA ASHWAGANDHA CHURNA - 100 GM,दिव्य अश्वगंधा चूर्ण 100 ग्राम,DIVYA ASHWAGANDHA CHURNA - 100 GM,24-07-2026,0.25,0,04-09-2024,03-08-2024,100,25,66.11,ktm,66.11,FOOD,09-09-2024,,,PCS,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,AAGC240041,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,41.32,0,1735.39,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,1652.75,MEDICINE,25,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70859,69.22,ASHVAGANDHA -11 GM (STRIP),अश्वगंधा स्ट्रिप 11 ग्राम,ASHVAGANDHA -11 GM (STRIP),14-07-2026,0.17,102.55,04-09-2024,24-07-2024,120,20,62.81,ktm,62.81,FOOD,09-09-2024,,,PCS,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AASZ240025,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,69.22,0,1292.09,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,1153.65,MEDICINE,20,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000827,64.44,TOMATO KETCHUP W/O ONION GRLC 950GM(P)-T,टमाटर केचप (बिना प्याज व लहसुन) 950 ग्राम,TOMATO KETCHUP W/O ONION GRLC 950GM(P)-T,12-04-2025,1,0,04-09-2024,16-07-2024,12,1,89.5,ktm,89.5,BISCUIT & CONFFECTIONARY,09-09-2024,,,Carton,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,DQU2400019,Open,BISCUIT & CONFFECTIONARY,0,PI25AAA2425,PATANJALI STORE,,64.44,0,1202.88,05AAECK5765H1ZE,-10298287.24,12,0,,21032000,,0,1074,KETCHUP,12,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002703,51.55,MIXED FRUIT JAM 500 G,मिश्रित फल जैम 500 ग्राम,MIXED FRUIT JAM 500 G,05-12-2025,1,0,04-09-2024,13-06-2024,12,1,71.6,ktm,71.6,BISCUIT & CONFFECTIONARY,09-09-2024,,,Carton,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,BAW2400015,Open,BISCUIT & CONFFECTIONARY,0,PI25AAA2425,PATANJALI STORE,,51.55,0,962.3,05AAECK5765H1ZE,-10298287.24,12,0,,20079990,,0,859.2,JAM,12,125,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81430,54.17,DIVYA ASHWAGANDHARISHTA - 450 ML,दिव्य अश्वगंधारिष्ट 450 मि.ली.,DIVYA ASHWAGANDHARISHTA - 450 ML,19-05-2034,1,555.56,04-09-2024,10-07-2024,20,1,136.11,ktm,136.11,FOOD,09-09-2024,,,Carton,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,ASG240013,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,54.17,0,2274.98,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,2166.64,MEDICINE,20,175,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002659,63.17,AMLA JUICE 1 L,आंवला रस 1 लीटर,AMLA JUICE 1 L,08-08-2025,1,143.56,04-09-2024,08-08-2024,12,1,99.7,ktm,99.7,FOOD,09-09-2024,,,Carton,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AGH2400163,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,63.17,0,1179.18,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,1052.84,AMLA JUICE,12,140,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70118,114.55,COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,COWS WHOLE MILK POWDER 500-GM,06-02-2025,1,0,04-09-2024,10-08-2024,24,1,190.91,ktm,190.91,DAIRY DIVISION,09-09-2024,,,Carton,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,BLB2400011,Open,DAIRY DIVISION,0,PI25AAA2425,PATANJALI STORE,,114.55,0,4810.93,05AAECK5765H1ZE,-10298287.24,5,0,,4021090,,0,4581.84,DAIRY,24,235,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005522,32.54,TWISTY TASTY BISCUIT 70 GM,ट्विस्टी टेस्टी बिस्किट 70 ग्राम,TWISTY TASTY BISCUIT 70 GM,22-02-2025,1,0,04-09-2024,26-08-2024,50,1,7.23,ktm,7.23,BISCUIT & CONFFECTIONARY,09-09-2024,,,Carton,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,HU24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI25AAA2425,PATANJALI STORE,,32.54,0,426.57,05AAECK5765H1ZE,-10298287.24,18,0,,19059020,,0,361.5,BISCUITS,50,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73400,79.24,KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,27-06-2026,0.33,0,04-09-2024,27-06-2024,36,12,73.37,ktm,73.37,NON FOOD,09-09-2024,,,PCS,100060,,9,TI2861AAA2425,5,0,0,0,0,Main Warehouse,9,0,AAWT240006,Open,NATURAL PERSONAL CARE,0,PI25AAA2425,PATANJALI STORE,,79.24,0,1038.92,05AAECK5765H1ZE,-10298287.24,18,0,,33051090,,0,880.44,KESH KANTI SHAMPOO,12,120,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002089,24.35,PAT NUTRELA BONE HEALTH NATURAL CAPSULE,न्यूट्रेला बोन हेल्थ नेचुरल कैप्सूल,PAT NUTRELA BONE HEALTH NATURAL CAPSULE,05-07-2027,0.1,0,04-09-2024,05-07-2024,30,3,135.28,ktm,135.28,Nutraceuticals,09-09-2024,,,PCS,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AANN240012,Open,Medical Nutrition ,0,PI25AAA2425,PATANJALI STORE,,24.35,0,454.54,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,405.84,Patanjali Nutrela ,3,250,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
1169,35.89,PEEDANTAK PAIN RELIEVER 50 G,पीड़ान्तक दर्द निवारक क्रीम 50 ग्राम,PEEDANTAK PAIN RELIEVER 50 G,12-08-2026,0.13,0,04-09-2024,12-08-2024,96,12,49.85,ktm,49.85,NON FOOD,09-09-2024,,,PCS,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AAD2400005,Open,NATURAL PERSONAL CARE,0,PI25AAA2425,PATANJALI STORE,,35.89,0,669.98,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,598.2,PAIN RELIEVER,12,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73801,18.66,SHATAVAR CHURNA (Ayurvedic Medicine),शतावरी चूर्ण (आयुर्वेदिक औषधि),SHATAVAR CHURNA (Ayurvedic Medicine),18-07-2025,0.2,0,04-09-2024,18-07-2024,25,5,149.29,ktm,149.29,FOOD,09-09-2024,,,PCS,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,ABEE240066,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,18.66,0,783.77,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,746.45,MEDICINE,5,200,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002713,18.51,AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,AMLA CANDY 250 G,02-07-2025,0.5,82.26,04-09-2024,02-07-2024,24,12,68.55,ktm,68.55,FOOD,09-09-2024,,,PCS,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,ABLX240051,Open,JUICES & NATURAL BEVERAGES,0,PI25AAA2425,PATANJALI STORE,,18.51,0,777.36,05AAECK5765H1ZE,-10298287.24,5,0,,8112010,,0,740.34,MURRABBA & CANDY,12,90,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005258,11.53,MUNAKKA RAISIN 250 GM (MONO),मुनक्का किशमिश 250 ग्राम,MUNAKKA RAISIN 250 GM (MONO),01-01-2025,0.1,0,04-09-2024,05-07-2024,20,2,230.64,ktm,230.64,FOOD,09-09-2024,,,PCS,100060,,2.5,TI2861AAA2425,5,0,0,0,0,Main Warehouse,2.5,0,AARU240012,Open,FLOUR & SUGAR,0,PI25AAA2425,PATANJALI STORE,,11.53,0,484.34,05AAECK5765H1ZE,-10298287.24,5,0,,8062090,,0,461.28,DRY FRUITS,2,270,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002950,23.96,FIG (ANJEER) 250 GM (MONO),अंजीर 250 ग्राम,FIG (ANJEER) 250 GM (MONO),03-02-2025,0.05,0,04-09-2024,07-08-2024,20,1,399.35,ktm,399.35,FOOD,09-09-2024,,,PCS,100060,,6,TI2861AAA2425,5,0,0,0,0,Main Warehouse,6,0,AARX240019,Open,FLOUR & SUGAR,0,PI25AAA2425,PATANJALI STORE,,23.96,0,447.27,05AAECK5765H1ZE,-10298287.24,12,0,,8042090,,0,399.35,DRY FRUITS,1,500,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000727,53.58,TUVAR DAL 1000 GM (R1),अरहर दाल 1000 ग्राम,TUVAR DAL 1000 GM (R1),17-05-2025,1,0,11-09-2024,20-08-2024,10,1,214.33,ktm,214.33,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,214.33,0,0,Main Warehouse,2.5,0,BPRAD24021,Open,RICE/PULSES/SPICES,0,PI26AAA2425,PATANJALI STORE,,53.58,0,2250.47,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,7136000,,0,2143.3,PULSES,10,260,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002657,94.76,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),10-05-2025,1,215.35,11-09-2024,13-08-2024,12,1,149.55,ktm,149.55,FOOD,05-10-2024,pal ak,,Carton,100060,,6,TI2986AAA2425,5,0,149.55,0,0,Main Warehouse,6,0,PGD2400390,Open,JUICES & NATURAL BEVERAGES,0,PI26AAA2425,PATANJALI STORE,,94.76,0,1768.77,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,30049011,,0,1579.25,ALOEVERA JUICE,12,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001105,40.49,OATS 500GM - T,ओट्स 500 ग्राम,OATS 500GM  - T,10-08-2025,1,0,11-09-2024,10-08-2024,24,1,67.48,ktm,67.48,BISCUIT & CONFFECTIONARY,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,67.48,0,0,Main Warehouse,2.5,0,ANO100824,Open,BISCUIT & CONFFECTIONARY,0,PI26AAA2425,PATANJALI STORE,,40.49,0,1700.5,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11041200,,0,1619.52,BREAKFAST CEREALS,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,7.18,10
