item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,invoice_no,batch_no,supplier_gstin,hsn_code,supplier_name,data_source,Item_Net_Amount,calculated_taxable_amount,calculated_rate,cgst_rate,sgst_rate,igst_rate,total_gst_rate,calculated_cgst_amount,calculated_sgst_amount,calculated_igst_amount,calculated_line_total
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-12-15,2025-01-16,2024-12-20,2,TI5451AAA2425,N2B2400101,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,3805.45,3624.238095238095,1812.1190476190475,2.5,2.5,0,5,90.60595238095237,90.60595238095237,0.0,3805.4499999999994
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2025-12-16,2025-01-16,2024-12-16,1,TI5451AAA2425,ABPB240024,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1435.66,1281.8392857142856,1281.8392857142856,6.0,6.0,0,12,76.91035714285714,76.91035714285714,0.0,1435.6599999999996
HERBAL WASH DETERGENT POWDER 1 KG,हर्बल वॉश डिटर्जेंट पाउडर 1 किग्रा,2030-01-05,2025-01-16,2025-01-06,1,TI5451AAA2425,AM92500003,05AAECK5765H1ZE,34029011,KANHA JI DISTRIBUTORS,file1_2024-2025,1517.48,1286.0,1286.0,9.0,9.0,0,18,115.74,115.74,0.0,1517.48
GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,2025-12-22,2025-01-16,2024-12-27,1,TI5451AAA2425,0904/24-25,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file1_2024-2025,980.39,830.8389830508474,830.8389830508474,9.0,9.0,0,18,74.77550847457627,74.77550847457627,0.0,980.3900000000001
Divya Kayakalp Kwath 100 Gm,दिव्य कायाकल्प क्वाथ 100 ग्राम,2026-10-10,2025-01-16,2024-10-20,25,TI5451AAA2425,AKKK240011,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1145.76,1022.9999999999999,40.919999999999995,6.0,6.0,0,12,61.37999999999999,61.37999999999999,0.0,1145.7599999999998
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),2026-05-05,2025-01-16,2024-11-11,24,TI5451AAA2425,CASY240019,05AAECK5765H1ZE,13019013,KANHA JI DISTRIBUTORS,file1_2024-2025,2100.67,2000.6380952380953,83.35992063492064,2.5,2.5,0,5,50.015952380952385,50.015952380952385,0.0,2100.67
DIVYA SHUDDHI CHURNA 100 GM - T,दिव्य शुद्धि चूर्ण 100 ग्राम,2026-11-20,2025-01-16,2024-11-30,25,TI5451AAA2425,ADSC240051,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2552.2,2278.7499999999995,91.14999999999998,6.0,6.0,0,12,136.72499999999997,136.72499999999997,0.0,2552.1999999999994
BALM FAST RELIEF 25G DISPN.T.O(5+1)FREE,बाम फास्ट रिलीफ 25 ग्राम (डिस्पेंसर ट्रेड ऑफर 5+1 मुफ्त),2027-11-09,2025-01-16,2024-11-09,3,TI5451AAA2425,ABLW240029,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,717.83,640.9196428571428,213.63988095238093,6.0,6.0,0,12,38.45517857142857,38.45517857142857,0.0,717.8299999999998
DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 30×4 टैबलेट,2027-11-30,2025-01-16,2024-12-15,20,TI5451AAA2425,BMNE240289,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3674.94,3281.1964285714284,164.0598214285714,6.0,6.0,0,12,196.87178571428572,196.87178571428572,0.0,3674.9399999999996
SPECIAL CHYAWANPRASH 500 G,विशेष च्यवनप्राश 500 ग्राम,2027-11-21,2025-01-29,2024-12-06,1,TI5705AAA2425,ADA2400010,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3010.02,2687.517857142857,2687.517857142857,6.0,6.0,0,12,161.2510714285714,161.2510714285714,0.0,3010.0199999999995
SPECIAL CHYAWANPRASH 1 KG,विशेष च्यवनप्राश 1 किग्रा,2027-11-24,2025-01-29,2024-12-09,1,TI5705AAA2425,ACZ2400023,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2928.71,2614.9196428571427,2614.9196428571427,6.0,6.0,0,12,156.89517857142854,156.89517857142854,0.0,2928.7099999999996
AMLA JUICE 1 L,आंवला रस 1 लीटर,2026-01-03,2025-01-29,2025-01-03,1,TI5705AAA2425,AGH2500003,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1179.18,1052.8392857142858,1052.8392857142858,6.0,6.0,0,12,63.17035714285715,63.17035714285715,0.0,1179.1800000000003
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-09-20,2025-01-29,2024-12-24,1,TI5705AAA2425,PGD2400548,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
VERMICELLI ROASTED 900 GM - T,भुनी हुई सेवईं 900 ग्राम,2025-12-08,2025-01-29,2024-12-13,1,TI5705AAA2425,BVR9131224,05AAECK5765H1ZE,19021900,KANHA JI DISTRIBUTORS,file1_2024-2025,1588.42,1512.7809523809524,1512.7809523809524,2.5,2.5,0,5,37.81952380952381,37.81952380952381,0.0,1588.42
DALIA 500 G,दलिया 500 ग्राम,2025-05-03,2025-01-29,2025-01-03,1,TI5705AAA2425,PDCS250001,05AAECK5765H1ZE,11031900,KANHA JI DISTRIBUTORS,file1_2024-2025,870.03,828.5999999999999,828.5999999999999,2.5,2.5,0,5,20.715,20.715,0.0,870.03
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-10-05,2025-01-29,2025-01-08,1,TI5705AAA2425,FAWD250001,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file1_2024-2025,9812.88,8761.499999999998,8761.499999999998,6.0,6.0,0,12,525.6899999999998,525.6899999999998,0.0,9812.88
HONEY 250 G,शहद 250 ग्राम,2026-06-06,2025-01-29,2024-12-13,1,TI5705AAA2425,BCL2400091,05AAECK5765H1ZE,4090000,KANHA JI DISTRIBUTORS,file1_2024-2025,2991.24,2848.7999999999997,2848.7999999999997,2.5,2.5,0,5,71.21999999999998,71.21999999999998,0.0,2991.2399999999993
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2025-12-29,2025-01-29,2025-01-03,1,TI5705AAA2425,0036/25-26,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file1_2024-2025,623.89,528.7203389830509,528.7203389830509,9.0,9.0,0,18,47.58483050847458,47.58483050847458,0.0,623.8900000000001
BURA 1 KG,बूरा 1 किग्रा,2025-09-10,2025-01-29,2024-12-14,1,TI5705AAA2425,AKI2400153,05AAECK5765H1ZE,17029090,KANHA JI DISTRIBUTORS,file1_2024-2025,2038.68,1941.6,1941.6,2.5,2.5,0,5,48.54,48.54,0.0,2038.6799999999998
MUSTARD OIL 1 L (B)-T,सरसों का तेल 1 लीटर,2026-01-12,2025-01-29,2025-01-17,1,TI5705AAA2425,O1B2500004,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,1957.03,1863.838095238095,1863.838095238095,2.5,2.5,0,5,46.595952380952376,46.595952380952376,0.0,1957.03
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2025-07-10,2025-01-29,2025-01-11,1,TI5705AAA2425,AHV2500001,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file1_2024-2025,3228.96,3075.2,3075.2,2.5,2.5,0,5,76.88,76.88,0.0,3228.96
HONEY 500 G,शहद 500 ग्राम,2026-06-06,2025-01-29,2024-12-13,1,TI5705AAA2425,BCM2400079,05AAECK5765H1ZE,4090000,KANHA JI DISTRIBUTORS,file1_2024-2025,2855.16,2719.2,2719.2,2.5,2.5,0,5,67.98,67.98,0.0,2855.16
DIVYA ASHWAGANDHA CHURNA - 100 GM,दिव्य अश्वगंधा चूर्ण 100 ग्राम,2026-11-21,2025-01-29,2024-12-01,25,TI5705AAA2425,AAGC240073,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1735.39,1652.752380952381,66.11009523809524,2.5,2.5,0,5,41.31880952380952,41.31880952380952,0.0,1735.3899999999999
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2026-11-21,2025-01-29,2024-12-01,25,TI5705AAA2425,ATPC240146,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,612.41,583.247619047619,23.329904761904757,2.5,2.5,0,5,14.581190476190475,14.581190476190475,0.0,612.41
SAUNDARYA COCONUT NOURISHING CREAM 50 GM,सौंदर्य नारियल पोषण क्रीम 50 ग्राम,2027-01-16,2025-01-29,2025-01-16,12,TI5705AAA2425,A4G2500001,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file1_2024-2025,656.03,555.957627118644,46.329802259887,9.0,9.0,0,18,50.036186440677966,50.036186440677966,0.0,656.03
TEJUS TAILUM 100 ML,तेजस तैलम 100 मि.ली.,2027-01-03,2025-01-29,2025-01-03,25,TI5705AAA2425,AAO2500001,05AAECK5765H1ZE,33059019,KANHA JI DISTRIBUTORS,file1_2024-2025,1591.53,1348.7542372881355,53.95016949152542,9.0,9.0,0,18,121.38788135593221,121.38788135593221,0.0,1591.53
DIVYA PEEDANIL TAILA 100 ML-T,दिव्य पीड़ानिल तैल 100 मि.ली.,2027-12-05,2025-01-29,2024-12-20,25,TI5705AAA2425,BDPN240074,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1735.44,1549.5,61.98,6.0,6.0,0,12,92.97,92.97,0.0,1735.44
DIVYA LIPIDOM TABLET 60 N - T,दिव्य लिपिडोम टैबलेट 60 नग,2027-12-05,2025-01-29,2024-12-20,20,TI5706AAA2425,ALPD240036,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,4753.0,4243.75,212.1875,6.0,6.0,0,12,254.625,254.625,0.0,4753.0
DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 30×4 टैबलेट,2027-12-15,2025-01-29,2024-12-30,20,TI5706AAA2425,BMNE240299,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3564.7,3182.767857142857,159.13839285714283,6.0,6.0,0,12,190.9660714285714,190.9660714285714,0.0,3564.7
DIVYA HRIDYAMRIT VATI EXTRA POWER DS 40N,दिव्य हृद्यामृत वटी एक्स्ट्रा पावर डीएस 40 नग,2027-11-24,2025-01-29,2024-11-24,20,TI5706AAA2425,BHDS240050,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3010.2,2687.678571428571,134.38392857142856,6.0,6.0,0,12,161.26071428571427,161.26071428571427,0.0,3010.1999999999994
DIVYA SHILAJEET RASAYAN VATI 120 TAB -T,दिव्य शिलाजीत रसायन वटी 120 टैबलेट,2027-10-05,2025-01-29,2024-10-20,20,TI5706AAA2425,BSRV240022,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1212.42,1082.517857142857,54.12589285714286,6.0,6.0,0,12,64.95107142857142,64.95107142857142,0.0,1212.4199999999998
KESH KANTI ADV.H.HAIR EXPERTOIL-30ML T.O,केश कान्ति एडवांस हेयर एक्सपर्ट ऑयल 30 मि.ली. (ट्रेड ऑफर),2026-12-25,2025-02-07,2024-12-25,24,TI5851AAA2425,ABHX240007,05AAECK5765H1ZE,33059019,KANHA JI DISTRIBUTORS,file1_2024-2025,1679.38,1423.2033898305087,59.30014124293786,9.0,9.0,0,18,128.0883050847458,128.0883050847458,0.0,1679.3800000000003
KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),2025-11-26,2025-02-07,2024-12-01,60,TI5851AAA2425,ANBL240274,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,955.09,809.3983050847459,13.489971751412432,9.0,9.0,0,18,72.84584745762713,72.84584745762713,0.0,955.09
KESH KANTI HERBAL MEHANDI (DARK BROWN) T,केश कान्ति हर्बल मेहंदी (डार्क ब्राउन),2025-11-26,2025-02-07,2024-12-01,20,TI5851AAA2425,ADBR240059,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,318.36,269.79661016949154,13.489830508474578,9.0,9.0,0,18,24.28169491525424,24.28169491525424,0.0,318.36000000000007
KESH KANTI HERBAL MEHANDI (NAT. BROWN) T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्राउन),2025-11-26,2025-02-07,2024-12-01,20,TI5851AAA2425,ANBR240052,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,318.36,269.79661016949154,13.489830508474578,9.0,9.0,0,18,24.28169491525424,24.28169491525424,0.0,318.36000000000007
SUPER DISH WASH GEL RAKH&LEMON 250ML NEW,सुपर डिश वॉश जेल राख एवं नींबू 250 मि.ली. (नया),2027-12-19,2025-02-07,2025-01-03,24,TI5851AAA2425,AAOF250001,05AAECK5765H1ZE,34022090,KANHA JI DISTRIBUTORS,file1_2024-2025,976.19,827.2796610169493,34.46998587570622,9.0,9.0,0,18,74.45516949152542,74.45516949152542,0.0,976.1900000000002
DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,दिव्य मुक्तावटी एक्स्ट्रा पावर 30×4 टैबलेट,2029-12-20,2025-02-07,2025-01-15,20,TI5851AAA2425,AMUE250023,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3674.94,3281.1964285714284,164.0598214285714,6.0,6.0,0,12,196.87178571428572,196.87178571428572,0.0,3674.9399999999996
DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),2025-11-27,2025-02-07,2024-11-27,40,TI5851AAA2425,AAST240057,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,637.95,569.5982142857142,14.239955357142856,6.0,6.0,0,12,34.175892857142856,34.175892857142856,0.0,637.9499999999998
MOISTURIZER CREAM-50 G,मॉइस्चराइज़र क्रीम 50 ग्राम,2026-12-06,2025-02-07,2024-12-06,24,TI5851AAA2425,ABHI240012,05AAECK5765H1ZE,33049930,KANHA JI DISTRIBUTORS,file1_2024-2025,1874.22,1588.322033898305,66.18008474576271,9.0,9.0,0,18,142.94898305084746,142.94898305084746,0.0,1874.2199999999998
SAUNDARYA COCONUT NOURISHING CREAM 50 GM,सौंदर्य नारियल पोषण क्रीम 50 ग्राम,2027-01-16,2025-02-07,2025-01-16,24,TI5851AAA2425,A4G2500001,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file1_2024-2025,1312.07,1111.9237288135594,46.33015536723164,9.0,9.0,0,18,100.07313559322034,100.07313559322034,0.0,1312.07
CHANA DAL PAPAD 200 GM - T,चना दाल पापड़ 200 ग्राम,2025-07-01,2025-02-07,2025-01-02,15,TI5851AAA2425,PCP-25/001,05AAECK5765H1ZE,19059040,KANHA JI DISTRIBUTORS,file1_2024-2025,705.15,705.15,47.01,0.0,0.0,0,0,0.0,0.0,0.0,705.15
SAUNDARYA FACE WASH 100 G,सौंदर्य फेस वॉश 100 ग्राम,2026-12-25,2025-02-07,2025-01-04,24,TI5851AAA2425,ANT2500002,05AAECK5765H1ZE,34013090,KANHA JI DISTRIBUTORS,file1_2024-2025,1925.19,1631.5169491525426,67.97987288135594,9.0,9.0,0,18,146.83652542372883,146.83652542372883,0.0,1925.19
ROGHAN BADAM SHIRIN - 60 ML - T,रोगन बादाम शिरीन 60 मि.ली.,2027-10-05,2025-02-07,2024-10-20,15,TI5851AAA2425,BRBS240016,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2042.46,1945.2,129.68,2.5,2.5,0,5,48.63,48.63,0.0,2042.4600000000003
MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,2025-12-28,2025-02-07,2025-01-02,10,TI5851AAA2425,DMC250001,05AAECK5765H1ZE,17049030,KANHA JI DISTRIBUTORS,file1_2024-2025,1127.39,1006.5982142857143,100.65982142857143,6.0,6.0,0,12,60.39589285714286,60.39589285714286,0.0,1127.39
Amla Churna 100 Gm,आंवला चूर्ण 100 ग्राम,2026-12-10,2025-02-07,2024-12-20,25,TI5851AAA2425,BAMC240048,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,937.39,892.7523809523809,35.710095238095235,2.5,2.5,0,5,22.318809523809524,22.318809523809524,0.0,937.3899999999999
ANTI WRINKLE CREAM 50 G,एंटी रिंकल क्रीम 50 ग्राम,2026-12-24,2025-02-07,2024-12-24,12,TI5851AAA2425,AAR2400012,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file1_2024-2025,1405.66,1191.2372881355934,99.26977401129945,9.0,9.0,0,18,107.2113559322034,107.2113559322034,0.0,1405.66
CRACK HEAL CREAM 50 G,क्रैक हील क्रीम 50 ग्राम,2027-01-14,2025-02-07,2025-01-14,12,TI5851AAA2425,AAE2500001,05AAECK5765H1ZE,33049990,KANHA JI DISTRIBUTORS,file1_2024-2025,562.29,476.5169491525424,39.70974576271187,9.0,9.0,0,18,42.88652542372882,42.88652542372882,0.0,562.2900000000001
BEAUTY CREAM ADV.- 50 G,ब्यूटी क्रीम एडवांस 50 ग्राम,2026-12-09,2025-02-07,2024-12-09,24,TI5851AAA2425,ABED240011,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file1_2024-2025,1780.48,1508.8813559322034,62.87005649717514,9.0,9.0,0,18,135.7993220338983,135.7993220338983,0.0,1780.48
ALOE SOFT MOISTURIZING CREAM-50 G,एलो सॉफ्ट मॉइस्चराइजिंग क्रीम 50 ग्राम,2026-12-16,2025-02-07,2024-12-16,24,TI5851AAA2425,ABHW240009,05AAECK5765H1ZE,33049930,KANHA JI DISTRIBUTORS,file1_2024-2025,1874.22,1588.322033898305,66.18008474576271,9.0,9.0,0,18,142.94898305084746,142.94898305084746,0.0,1874.2199999999998
Shuddh Shilajeet 20 gm,शुद्ध शिलाजीत 20 ग्राम,2029-12-05,2025-02-07,2024-12-31,20,TI5851AAA2425,BSHS240013,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2166.57,2063.4,103.17,2.5,2.5,0,5,51.585,51.585,0.0,2166.57
COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,2025-07-02,2025-02-07,2025-01-03,1,TI5852AAA2425,BLB2500001,05AAECK5765H1ZE,4021090,KANHA JI DISTRIBUTORS,file1_2024-2025,4810.93,4581.838095238096,4581.838095238096,2.5,2.5,0,5,114.5459523809524,114.5459523809524,0.0,4810.93
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-07-15,2025-02-07,2025-01-16,1,TI5852AAA2425,AJ25/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,851.96,722.0000000000001,722.0000000000001,9.0,9.0,0,18,64.98,64.98,0.0,851.9600000000002
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-07-23,2025-02-07,2025-01-24,1,TI5852AAA2425,AS24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,853.14,723.0,723.0,9.0,9.0,0,18,65.07,65.07,0.0,853.1399999999999
DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,2025-12-20,2025-02-07,2024-12-25,1,TI5852AAA2425,AGDA240051,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,816.7,729.1964285714286,729.1964285714286,6.0,6.0,0,12,43.75178571428572,43.75178571428572,0.0,816.6999999999999
DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,2028-01-13,2025-02-07,2025-01-13,1,TI5852AAA2425,AAYX250001,05AAECK5765H1ZE,34011990,KANHA JI DISTRIBUTORS,file1_2024-2025,1173.3,994.3220338983051,994.3220338983051,9.0,9.0,0,18,89.48898305084745,89.48898305084745,0.0,1173.3000000000002
HERBO WASH DETERGENT POWDER 1 KG,हर्बो वॉश डिटर्जेंट पाउडर 1 किग्रा,2030-01-21,2025-02-07,2025-01-22,1,TI5852AAA2425,AN52500005,05AAECK5765H1ZE,34029011,KANHA JI DISTRIBUTORS,file1_2024-2025,1842.87,1561.7542372881355,1561.7542372881355,9.0,9.0,0,18,140.5578813559322,140.5578813559322,0.0,1842.8700000000001
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-08-22,2025-02-07,2024-09-01,1,TI5852AAA2425,SRS24,05AAECK5765H1ZE,25010010,KANHA JI DISTRIBUTORS,file1_2024-2025,1009.0,1009.0,1009.0,0.0,0.0,0,0,0.0,0.0,0.0,1009.0
NEEM KANTI BODY CLNSR.150GM MONTHLY PACK,नीम कान्ति बॉडी क्लीन्ज़र 150 ग्राम मासिक पैक,2026-11-26,2025-02-07,2024-11-26,1,TI5852AAA2425,AAUG240079,05AAECK5765H1ZE,34011941,KANHA JI DISTRIBUTORS,file1_2024-2025,2151.19,1823.0423728813562,1823.0423728813562,9.0,9.0,0,18,164.07381355932205,164.07381355932205,0.0,2151.19
ALOEVERA KANTI BODY CLN.150G MNTHLY PACK,एलोवेरा कान्ति बॉडी क्लीन्ज़र 150 ग्राम मासिक पैक,2027-01-01,2025-02-07,2025-01-01,1,TI5852AAA2425,AAUI250001,05AAECK5765H1ZE,34011941,KANHA JI DISTRIBUTORS,file1_2024-2025,2151.19,1823.0423728813562,1823.0423728813562,9.0,9.0,0,18,164.07381355932205,164.07381355932205,0.0,2151.19
ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),2025-09-09,2025-02-07,2024-12-13,1,TI5852AAA2425,CH131224,05AAECK5765H1ZE,19022090,KANHA JI DISTRIBUTORS,file1_2024-2025,925.75,826.5624999999999,826.5624999999999,6.0,6.0,0,12,49.59374999999999,49.59374999999999,0.0,925.7499999999999
DANT KANTI NATURAL 18G R10/-T.O 16SACHET,दंत कान्ति नेचुरल 18 ग्राम ₹10/- (ट्रेड ऑफर 16 सैशे),2026-12-30,2025-02-07,2024-12-30,1,TI5852AAA2425,AAYD240308,05AAECK5765H1ZE,33061020,KANHA JI DISTRIBUTORS,file1_2024-2025,2228.63,1888.6694915254238,1888.6694915254238,9.0,9.0,0,18,169.98025423728814,169.98025423728814,0.0,2228.63
ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,2025-06-15,2025-02-07,2025-01-16,1,TI5852AAA2425,AK25/SGB,05AAECK5765H1ZE,19054000,KANHA JI DISTRIBUTORS,file1_2024-2025,1028.16,979.2,979.2,2.5,2.5,0,5,24.48,24.48,0.0,1028.16
SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),2028-01-09,2025-02-07,2025-01-09,2,TI5852AAA2425,AAXW250004,05AAECK5765H1ZE,34011990,KANHA JI DISTRIBUTORS,file1_2024-2025,1346.9,1141.440677966102,570.720338983051,9.0,9.0,0,18,102.72966101694918,102.72966101694918,0.0,1346.9000000000003
HERBAL POWERVITA PLUS - 500 GM REFILL -T,हर्बल पावरवीटा प्लस 500 ग्राम रीफिल,2025-08-30,2025-02-07,2024-12-03,1,TI5852AAA2425,ASZ2400022,05AAECK5765H1ZE,19019090,KANHA JI DISTRIBUTORS,file1_2024-2025,3981.51,3374.161016949153,3374.161016949153,9.0,9.0,0,18,303.6744915254238,303.6744915254238,0.0,3981.5100000000007
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2026-01-12,2025-02-13,2025-01-17,1,TI5982AAA2425,O2B2500003,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,1902.73,1812.1238095238095,1812.1238095238095,2.5,2.5,0,5,45.30309523809524,45.30309523809524,0.0,1902.73
SOOJI - 500 GM,सूजी 500 ग्राम,2025-05-08,2025-02-13,2025-01-08,1,TI5982AAA2425,PDR8250003,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file1_2024-2025,943.11,898.1999999999999,898.1999999999999,2.5,2.5,0,5,22.455,22.455,0.0,943.11
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2025-10-19,2025-02-13,2025-01-22,1,TI5982AAA2425,JACQ250004,05AAECK5765H1ZE,15155091,KANHA JI DISTRIBUTORS,file1_2024-2025,2722.81,2593.152380952381,2593.152380952381,2.5,2.5,0,5,64.82880952380953,64.82880952380953,0.0,2722.81
GROUNDNUT OIL 1 LTR (P),मूंगफली का तेल 1 लीटर,2025-05-30,2025-02-13,2024-11-15,1,TI5982AAA2425,ORQ2400032,05AAECK5765H1ZE,15089091,KANHA JI DISTRIBUTORS,file1_2024-2025,2228.81,2122.67619047619,2122.67619047619,2.5,2.5,0,5,53.06690476190475,53.06690476190475,0.0,2228.81
GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,2025-12-18,2025-02-13,2024-12-18,1,TI5982AAA2425,PFY2400022,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,861.37,769.0803571428571,769.0803571428571,6.0,6.0,0,12,46.14482142857143,46.14482142857143,0.0,861.3699999999999
MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,2026-01-20,2025-02-13,2025-01-20,2,TI5982AAA2425,AHG2500017,05AAECK5765H1ZE,17011410,KANHA JI DISTRIBUTORS,file1_2024-2025,4354.1,4146.761904761905,2073.3809523809523,2.5,2.5,0,5,103.66904761904762,103.66904761904762,0.0,4354.1
CREAMFEAST CHOCO BISCUIT 32.5 GM,क्रीमफीस्ट चोको बिस्किट 32.5 ग्राम,2025-07-17,2025-02-13,2025-01-18,1,TI5982AAA2425,AM25/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,613.41,519.8389830508474,519.8389830508474,9.0,9.0,0,18,46.785508474576275,46.785508474576275,0.0,613.4100000000001
AMLA JUICE 1 L,आंवला रस 1 लीटर,2026-01-28,2025-02-13,2025-01-28,1,TI5982AAA2425,AGH2500010,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1179.18,1052.8392857142858,1052.8392857142858,6.0,6.0,0,12,63.17035714285715,63.17035714285715,0.0,1179.1800000000003
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-09-30,2025-02-13,2025-01-03,1,TI5982AAA2425,PGD2500008,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
