item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,sgst_rate,invoice_no,cgst_rate,batch_no,Item_Net_Amount,supplier_gstin,total_gst_rate,hsn_code,igst_rate,mrp,igst_amount,supplier_name,data_source
SUGAR 5 KG,चीनी 5 किग्रा,2026-10-01,2024-11-23,2024-10-11,1,2.5,TI4371AAA2425,2.5,BAIW240065,1744.97,05AAECK5765H1ZE,5,17011490,0,315,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2025-07-20,2024-11-23,2024-10-23,1,2.5,TI4371AAA2425,2.5,JACQ240062,2722.81,05AAECK5765H1ZE,5,15155091,0,280,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CORIANDER POWDER 200 GM,धनिया पाउडर 200 ग्राम,2025-10-08,2024-11-23,2024-10-08,1,2.5,TI4371AAA2425,2.5,AJE2400025,1229.45,05AAECK5765H1ZE,5,9092200,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TURMERIC POWDER 200 GM,हल्दी पाउडर 200 ग्राम,2025-09-11,2024-11-23,2024-09-11,1,2.5,TI4371AAA2425,2.5,AJC2400055,1680.21,05AAECK5765H1ZE,5,9103030,0,82,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-05-10,2024-11-23,2024-11-11,1,9,TI4371AAA2425,9,KF24/AV9,851.96,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),2025-02-05,2024-11-23,2024-10-08,1,2.5,TI4371AAA2425,2.5,PDBKQ24021,1542.74,05AAECK5765H1ZE,5,11010000,0,215,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SHATAVAR CHURNA (Ayurvedic Medicine),शतावरी चूर्ण (आयुर्वेदिक औषधि),2025-10-11,2024-11-23,2024-10-11,10,2.5,TI4372AAA2425,2.5,ABEE240094,1567.55,05AAECK5765H1ZE,5,30049011,0,200,0,KANHA JI DISTRIBUTORS,file1_2024-2025
VIRGIN COCONUT OIL 500 ML (B) - T,वर्जिन नारियल तेल 500 मि.ली.,2026-01-01,2024-11-23,2024-10-08,6,2.5,TI4372AAA2425,2.5,C9G2400007,1663.39,05AAECK5765H1ZE,5,15131900,0,325,0,KANHA JI DISTRIBUTORS,file1_2024-2025
PAT NUTRELA BONE HEALTH NATURAL CAPSULE,न्यूट्रेला बोन हेल्थ नेचुरल कैप्सूल,2027-09-13,2024-11-23,2024-09-13,6,6,TI4372AAA2425,6,AANN240016,909.08,05AAECK5765H1ZE,12,30049011,0,250,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Sarvakalp Kwath 100 Gm,दिव्य सर्वकल्प क्वाथ 100 ग्राम,2026-09-05,2024-11-23,2024-09-15,50,6,TI4372AAA2425,6,ASKK240036,1458.24,05AAECK5765H1ZE,12,30049011,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HERBAL FACIAL FOAM 60 GM,हर्बल फेशियल फोम 60 ग्राम,2026-07-28,2024-11-23,2024-08-07,24,9,TI4372AAA2425,9,AJN2400008,1283.46,05AAECK5765H1ZE,18,34013090,0,70,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SAUNDARYA ALOEVERA GEL K. CHANDAN 150 ML,सौंदर्य एलोवेरा जेल केसर-चंदन 150 मि.ली.,2026-03-04,2024-11-23,2024-09-10,24,9,TI4372AAA2425,9,AAHV240050,2346.88,05AAECK5765H1ZE,18,33049910,0,120,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SAUNDARYA ALOEVERA GEL 60 ML,सौंदर्य एलोवेरा जेल 60 मि.ली.,2026-02-24,2024-11-23,2024-09-02,24,9,TI4372AAA2425,9,AAHQ240196,977.89,05AAECK5765H1ZE,18,33049910,0,50,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GUR 1 KG,गुड़ 1 किग्रा,2025-09-01,2024-12-11,2024-12-05,1,2.5,TI4723AAA2425,2.5,AARA240040,1233.67,05AAECK5765H1ZE,5,17011410,0,110,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,2025-10-21,2024-12-11,2024-10-21,1,2.5,TI4723AAA2425,2.5,AHG2400249,2177.05,05AAECK5765H1ZE,5,17011410,0,85,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-08-22,2024-12-11,2024-09-01,1,0,TI4723AAA2425,0,SRS24,1009,05AAECK5765H1ZE,0,25010010,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-07-14,2024-12-11,2024-10-17,1,6,TI4723AAA2425,6,PGD2400488,1768.77,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS,file1_2024-2025
AMLA JUICE 1 L,आंवला रस 1 लीटर,2025-10-23,2024-12-11,2024-10-23,1,6,TI4723AAA2425,6,AGH2400222,1179.18,05AAECK5765H1ZE,12,30049011,0,140,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,2025-10-24,2024-12-11,2024-10-24,1,6,TI4723AAA2425,6,PFY2400018,861.37,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2025-10-17,2024-12-11,2024-10-17,1,6,TI4723AAA2425,6,ABPB240019,1435.66,05AAECK5765H1ZE,12,30049011,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SPE. CHYWNPRSH 1 KG - FREE HONEY 100 GM,विशेष च्यवनप्राश 1 किग्रा + मुफ्त शहद 100 ग्राम,2027-09-02,2024-12-11,2024-09-17,1,6,TI4723AAA2425,6,ABKF240012,3101.01,05AAECK5765H1ZE,12,30049011,0,360,0,KANHA JI DISTRIBUTORS,file1_2024-2025
PATANJALI HONEY 100 GM (OFFER PACK),पतंजलि शहद 100 ग्राम (ऑफर पैक),2026-04-17,2024-12-11,2024-10-24,12,2.5,TI4723AAA2425,2.5,ABKG240015,0.53,05AAECK5765H1ZE,5,4090000,0,55,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DANT KANTI DENTAL CREAM (ADV) 2X100-GM,दंत कान्ति डेंटल क्रीम (एडवांस) 100 ग्राम × 2,2026-05-12,2024-12-11,2024-11-18,1,9,TI4723AAA2425,9,AF82400015,4400.08,05AAECK5765H1ZE,18,33061020,0,160,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),2025-04-07,2024-12-11,2024-12-08,2,2.5,TI4723AAA2425,2.5,PDBKP24028,3811.82,05AAECK5765H1ZE,5,11010000,0,425,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),2025-03-14,2024-12-11,2024-11-14,1,2.5,TI4723AAA2425,2.5,PDBKQ24024,1614.48,05AAECK5765H1ZE,5,11010000,0,225,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2025-08-15,2024-12-11,2024-11-18,3,2.5,TI4723AAA2425,2.5,JACQ240072,8168.44,05AAECK5765H1ZE,5,15155091,0,280,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2025-04-17,2024-12-11,2024-10-19,1,2.5,TI4723AAA2425,2.5,AHV2400037,2959.95,05AAECK5765H1ZE,5,11010000,0,165,0,KANHA JI DISTRIBUTORS,file1_2024-2025
OATS 500GM - T,ओट्स 500 ग्राम,2025-11-14,2024-12-11,2024-11-14,1,2.5,TI4723AAA2425,2.5,ANO141124,1700.5,05AAECK5765H1ZE,5,11041200,0,100,0,KANHA JI DISTRIBUTORS,file1_2024-2025
JAMUN VINEGAR 500 ML,जामुन का सिरका 500 मि.ली.,2025-10-08,2024-12-11,2024-10-08,1,9,TI4723AAA2425,9,AGB2400021,763.93,05AAECK5765H1ZE,18,22090090,0,80,0,KANHA JI DISTRIBUTORS,file1_2024-2025
APPLE VINEGAR 500 ML,सेब का सिरका 500 मि.ली.,2026-03-31,2024-12-11,2024-10-07,1,9,TI4723AAA2425,9,AB52400041,2482.81,05AAECK5765H1ZE,18,22090090,0,130,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA ABHYARISHTA 450ML,दिव्य अभयारिष्ट 450 मि.ली.,2034-10-30,2024-12-11,2024-11-01,1,2.5,TI4723AAA2425,2.5,ABY240042,1885.05,05AAECK5765H1ZE,5,30049011,0,145,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-11-17,2024-12-11,2024-11-22,4,2.5,TI4723AAA2425,2.5,N2B2400092,7794.02,05AAECK5765H1ZE,5,15149920,0,185,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA SWASARI PRAVAHI - 250 ML - T,दिव्य स्वासारी प्रवाही 250 मि.ली.,2027-10-31,2024-12-11,2024-11-15,1,6,TI4723AAA2425,6,BSSP240062,2436.67,05AAECK5765H1ZE,12,30049011,0,85,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),2027-11-07,2024-12-11,2024-11-07,4,9,TI4723AAA2425,9,AAXY240233,2078.69,05AAECK5765H1ZE,18,34011941,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),2027-11-27,2024-12-11,2024-11-27,4,9,TI4723AAA2425,9,AAXW240071,2693.8,05AAECK5765H1ZE,18,34011990,0,72,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DANT KANTI NATURAL(200GX3)BIG SAVER PACK,दंत कान्ति नेचुरल (200 ग्राम × 3) बड़ा बचत पैक,2026-10-14,2024-12-11,2024-10-24,1,9,TI4723AAA2425,9,AAPW240032,5658.9,05AAECK5765H1ZE,18,33061020,0,280,0,KANHA JI DISTRIBUTORS,file1_2024-2025
RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,2025-08-27,2024-12-11,2024-11-30,1,2.5,TI4723AAA2425,2.5,ORE2400073,1957.03,05AAECK5765H1ZE,5,15159040,0,180,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,2025-11-26,2024-12-11,2024-12-01,1,9,TI4723AAA2425,9,0823/24-25,980.39,05AAECK5765H1ZE,18,38084000,0,330,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CHANA DAL 1000 GM (R1),चना दाल 1000 ग्राम,2025-07-05,2024-12-11,2024-10-08,1,2.5,TI4723AAA2425,2.5,BPRCD24024,1263.78,05AAECK5765H1ZE,5,7139010,0,146,0,KANHA JI DISTRIBUTORS,file1_2024-2025
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),2026-07-22,2024-12-12,2024-08-01,1,0,TI4741AAA2425,0,SC-24,260,05AAECK5765H1ZE,0,25010010,0,22,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MIX DAL 1000 GM (R1),मिक्स दाल 1000 ग्राम,2025-08-11,2024-12-12,2024-11-14,1,2.5,TI4741AAA2425,2.5,BPMXD24041,1367.63,05AAECK5765H1ZE,5,7139090,0,158,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TURMERIC CHARCOAL BATHING BAR 125G(B3G1),हल्दी चारकोल बाथिंग बार 125 ग्राम (खरीदो 3 पाओ 1 मुफ्त),2026-06-23,2024-12-12,2024-06-23,1,9,TI4741AAA2425,9,CBVR240002,4244.04,05AAECK5765H1ZE,18,34011941,0,400,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SHEA-SAFRON CREAM BATHING BAR 125G(B3G1),शीया-सैफ्रन क्रीम बाथिंग बार 125 ग्राम (खरीदो 3 पाओ 1 मुफ्त),2026-06-26,2024-12-12,2024-06-26,1,9,TI4741AAA2425,9,CBVS240002,4456.29,05AAECK5765H1ZE,18,34011941,0,420,0,KANHA JI DISTRIBUTORS,file1_2024-2025
JEERA BISCUIT 70 GM,जीरा बिस्किट 70 ग्राम,2025-05-29,2024-12-12,2024-11-30,1,9,TI4741AAA2425,9,KA24/BP1,614.26,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
7 GRAIN DIGESTIVE BISCUIT 200 GM,7 ग्रेन डाइजेस्टिव बिस्किट 200 ग्राम,2025-04-02,2024-12-12,2024-10-04,1,9,TI4741AAA2425,9,J324/BP1,1278.88,05AAECK5765H1ZE,18,19053100,0,75,0,KANHA JI DISTRIBUTORS,file1_2024-2025
BUTTER TOP BISCUIT 70 GM,बटर टॉप बिस्किट 70 ग्राम,2025-02-09,2024-12-12,2024-08-13,1,9,TI4741AAA2425,9,HD24/BP1,853.14,05AAECK5765H1ZE,18,19059020,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SHILAJIT - 11 GM (STRIP),शिलाजीत स्ट्रिप 11 ग्राम,2026-11-12,2024-12-11,2024-11-22,20,6,TI4740AAA2425,6,AASO240036,1435.68,05AAECK5765H1ZE,12,30049011,0,100,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CHYAWANPRABHA ADV. NO ADDED SUGAR 750GM,च्यवनप्रभा एडवांस (बिना चीनी) 750 ग्राम,2026-11-08,2024-12-11,2024-11-18,6,6,TI4740AAA2425,6,AAJH240039,1567.44,05AAECK5765H1ZE,12,30049011,0,410,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MAHA NARAYAN TAILA 100 ML - T,महा नारायण तैल 100 मि.ली.,2027-09-10,2024-12-11,2024-09-10,25,2.5,TI4740AAA2425,2.5,BMNT240020,4270.88,05AAECK5765H1ZE,5,30049011,0,205,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,2025-09-30,2024-12-11,2024-10-05,6,6,TI4740AAA2425,6,DMC240003,676.44,05AAECK5765H1ZE,12,17049030,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,2025-10-24,2024-12-11,2024-10-24,12,2.5,TI4740AAA2425,2.5,ABLX240081,777.36,05AAECK5765H1ZE,5,8112010,0,90,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA KAYAKALP TAILA ADVANCE 100 ML,दिव्य कायाकल्प तैल एडवांस 100 मि.ली.,2027-08-15,2024-12-11,2024-08-15,25,6,TI4740AAA2425,6,BKTA240015,4166.68,05AAECK5765H1ZE,12,30049011,0,200,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA KAYAKALP VATI EXTRA POWER 80 TAB,दिव्य कायाकल्प वटी एक्स्ट्रा पावर 80 टैबलेट,2027-08-31,2024-12-11,2024-09-15,20,6,TI4740AAA2425,6,AKKE240023,2041.76,05AAECK5765H1ZE,12,30049011,0,125,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ANTI WRINKLE CREAM 50 G,एंटी रिंकल क्रीम 50 ग्राम,2026-08-12,2024-12-11,2024-08-12,12,9,TI4740AAA2425,9,AAR2400008,1405.66,05AAECK5765H1ZE,18,33049910,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ASHVAGANDHA -11 GM (STRIP),अश्वगंधा स्ट्रिप 11 ग्राम,2026-09-28,2024-12-11,2024-10-08,20,6,TI4740AAA2425,6,AASZ240036,1292.09,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ASHVASHILA -11 GM (STRIP),अश्वशिला स्ट्रिप 11 ग्राम,2026-11-08,2024-12-11,2024-11-18,20,6,TI4740AAA2425,6,AASP240047,1435.68,05AAECK5765H1ZE,12,30049011,0,100,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2026-10-31,2024-12-11,2024-11-10,25,2.5,TI4740AAA2425,2.5,ATPC240133,612.41,05AAECK5765H1ZE,5,30049011,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SWET MUSHLI CHURNA 100G (Ayu.Medicine),श्वेत मूसली चूर्ण 100 ग्राम (आयुर्वेदिक औषधि),2026-10-10,2024-12-11,2024-10-10,10,2.5,TI4740AAA2425,2.5,ABFF240043,3722.78,05AAECK5765H1ZE,5,30049011,0,475,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SHATAVAR CHURNA (Ayurvedic Medicine),शतावरी चूर्ण (आयुर्वेदिक औषधि),2025-10-11,2024-12-11,2024-10-11,6,2.5,TI4740AAA2425,2.5,ABEE240094,940.53,05AAECK5765H1ZE,5,30049011,0,200,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Arshkalp Vati 40 Tab,दिव्य अर्शकल्प वटी 40 टैबलेट,2027-09-20,2024-12-11,2024-10-05,20,6,TI4740AAA2425,6,BAKV240087,749.95,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA SWASARI AVALEHA 150 G -T,दिव्य स्वासारी अवलेह 150 ग्राम,2026-11-21,2024-12-11,2024-12-01,6,6,TI4740AAA2425,6,BDSA240111,625.03,05AAECK5765H1ZE,12,30049011,0,125,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Chandraprabha Vati 40 Tab,चंद्रप्रभा वटी 40 टैबलेट,2029-07-10,2024-12-11,2024-08-05,20,2.5,TI4740AAA2425,2.5,BCPV240146,716.73,05AAECK5765H1ZE,5,30049011,0,43,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ALOEVERA GEL FACE WASH 60 ML,एलोवेरा जेल फेस वॉश 60 मि.ली.,2026-04-20,2024-12-11,2023-11-29,12,9,TI4740AAA2425,9,AATK230034,641.73,05AAECK5765H1ZE,18,34013090,0,70,0,KANHA JI DISTRIBUTORS,file1_2024-2025
UBTAN FACEWASH 100G (TO. BUY 2GET1 FREE),उबटन फेसवॉश 100 ग्राम (खरीदो 2 पाओ 1 मुफ्त),2026-08-22,2024-12-11,2024-08-22,4,9,TI4740AAA2425,9,ABSN240002,1358.13,05AAECK5765H1ZE,18,34013090,0,400,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI ALMOND HAIR OIL-200 ML,केश कान्ति बादाम हेयर ऑयल 200 मि.ली.,2026-10-22,2024-12-11,2024-10-22,12,9,TI4740AAA2425,9,ABQQ240007,1244.66,05AAECK5765H1ZE,18,33059019,0,130,0,KANHA JI DISTRIBUTORS,file1_2024-2025
BOROSAFE ANTISEPTIC 50 GM CREAM,बोरोज़सेफ एंटीसेप्टिक क्रीम 50 ग्राम,2026-09-28,2024-12-11,2024-10-08,36,9,TI4740AAA2425,9,AJG2400004,1265.05,05AAECK5765H1ZE,18,33049910,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DANT KANTI RED TP.(PAN FL.)80G+25% EXTRA,दंत कान्ति रेड टूथपेस्ट (पान फ्लेवर) 80 ग्राम + 25% अतिरिक्त,2026-05-09,2024-12-11,2024-05-09,36,9,TI4740AAA2425,9,ABSK240001,1789.26,05AAECK5765H1ZE,18,33061020,0,65,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GILOY GHAN VATI 60 PC (NEW),गिलोय घन वटी 60 नग (नया),2026-10-07,2024-12-11,2024-10-17,24,6,TI4740AAA2425,6,AAI2400089,1875.96,05AAECK5765H1ZE,12,30049011,0,100,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),2025-10-22,2024-12-11,2024-10-22,40,6,TI4740AAA2425,6,AAST240051,637.95,05AAECK5765H1ZE,12,30049011,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
RAGI ATTA 1 KG,रागी आटा 1 किग्रा,2025-05-19,2024-12-11,2024-11-20,10,2.5,TI4740AAA2425,2.5,AALL240024,711.06,05AAECK5765H1ZE,5,11029090,0,80,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),2025-10-27,2024-12-11,2024-11-01,20,9,TI4740AAA2425,9,ANBL240236,318.36,05AAECK5765H1ZE,18,33059090,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SAUMYA EYE DROP 10 ML,सौम्या आई ड्रॉप 10 मि.ली.,2026-09-28,2024-12-11,2024-10-08,40,6,TI4740AAA2425,6,AAAQ240018,1116.42,05AAECK5765H1ZE,12,30049011,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Gulab Jal 120 ml-DUP,दिव्य गुलाब जल 120 मि.ली.,2025-11-05,2024-12-11,2024-11-10,30,9,TI4740AAA2425,9,BGLJ240075,857.39,05AAECK5765H1ZE,18,33030020,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
COWS GHEE 1 L - T,गाय का घी 1 लीटर,2025-08-29,2024-12-11,2024-12-02,1,6,TI4740AAA2425,6,FAWC240221,9190.94,05AAECK5765H1ZE,12,4059020,0,665,0,KANHA JI DISTRIBUTORS,file1_2024-2025
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-08-22,2024-12-11,2024-11-25,1,6,TI4740AAA2425,6,FAWD240068,9812.88,05AAECK5765H1ZE,12,4059020,0,355,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-06-23,2025-01-09,2024-12-25,1,9,TI5306AAA2425,9,LS24/BP1,851.96,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-06-10,2025-01-09,2024-12-12,1,9,TI5306AAA2425,9,LG24/BP1,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CRUNCHY COCONUT COOKIES 80 GM,क्रंची कोकोनट कुकीज़ 80 ग्राम,2025-06-08,2025-01-09,2024-12-10,1,9,TI5306AAA2425,9,LE24/BP1,614.26,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NARIYAL BISCUIT 75 GM,नारियल बिस्किट 75 ग्राम,2025-05-27,2025-01-09,2024-11-28,1,9,TI5306AAA2425,9,KW24/AV9,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-08-26,2025-01-09,2024-11-29,1,6,TI5306AAA2425,6,PGD2400522,1768.77,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS,file1_2024-2025
BESAN 500 G,बेसन 500 ग्राम,2025-05-17,2025-01-09,2024-12-18,1,2.5,TI5306AAA2425,2.5,PDCR240137,1151.67,05AAECK5765H1ZE,5,11061090,0,75,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI HERBAL MEHNDI-75 G,केश कान्ति हर्बल मेहंदी 75 ग्राम,2026-12-05,2025-01-09,2024-12-05,1,9,TI5306AAA2425,9,ABNX240167,2020.16,05AAECK5765H1ZE,18,33059090,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MARIE BISCUIT 75 GM (48 PC),मैरी बिस्किट 75 ग्राम (48 नग),2025-07-02,2025-01-09,2025-01-03,1,9,TI5306AAA2425,9,A325/BP1,409.51,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI HERBAL MEHANDI (NAT. BLACK)-T,केश कान्ति हर्बल मेहंदी (नेचुरल ब्लैक),2025-10-27,2025-01-09,2024-11-01,40,9,TI5306AAA2425,9,ANBL240248,636.73,05AAECK5765H1ZE,18,33059090,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,केश कान्ति हर्बल मेहंदी (बरगंडी) 15 ग्राम,2025-04-26,2025-01-09,2024-05-01,20,9,TI5306AAA2425,9,ABUR240005,477.43,05AAECK5765H1ZE,18,33059090,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Chitrakadi Vati 60 Tab,चित्रकादि वटी 60 टैबलेट,2027-10-17,2025-01-09,2024-11-01,20,2.5,TI5306AAA2425,2.5,BCKV240023,1000.02,05AAECK5765H1ZE,5,30049011,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
AMLA CHATPATA CANDY 250 G,आंवला चटपटा कैंडी 250 ग्राम,2025-11-06,2025-01-09,2024-11-06,12,2.5,TI5306AAA2425,2.5,AMV2400062,820.57,05AAECK5765H1ZE,5,8112010,0,95,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Shuddh Konch Beej Churna 100 Gm,शुद्ध कौंच बीज चूर्ण 100 ग्राम,2026-11-05,2025-01-09,2024-11-15,25,2.5,TI5306AAA2425,2.5,BKBC240084,1145.81,05AAECK5765H1ZE,5,30049011,0,55,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Renogrit 3 U X 20 N -T,दिव्य रेनोग्रिट 3 यूनिट × 20 नग,2027-10-26,2025-01-09,2024-11-10,20,6,TI5306AAA2425,6,BDRT240021,3999.97,05AAECK5765H1ZE,12,30049011,0,240,0,KANHA JI DISTRIBUTORS,file1_2024-2025
LIVAMRIT SYRUP - 200 ML,लिवामृत सिरप 200 मि.ली.,2026-11-14,2025-01-09,2024-11-14,18,6,TI5306AAA2425,6,A8B2400121,1266.25,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ISABGOL 100 G,इसबगोल 100 ग्राम,2026-05-16,2025-01-09,2024-11-22,6,6,TI5306AAA2425,6,AFB2400048,867.82,05AAECK5765H1ZE,12,30049011,0,170,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MAKHANA 250 GM,मखाना 250 ग्राम,2025-09-16,2025-01-09,2024-11-20,8,2.5,TI5306AAA2425,2.5,AALI240087,3587.72,05AAECK5765H1ZE,5,8029000,0,500,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SAUNDARYA FACE WASH 100 G,सौंदर्य फेस वॉश 100 ग्राम,2026-12-08,2025-01-09,2024-12-18,16,9,TI5306AAA2425,9,ANT2400063,1283.46,05AAECK5765H1ZE,18,34013090,0,105,0,KANHA JI DISTRIBUTORS,file1_2024-2025
